,cwa_determination,da_number,district,longitude,latitude,potential_wetland,county,state
6143,0,NAO-2016-01168-rhs,Norfolk,-77.69437,39.09116,0,Loudoun,51.0
6144,1,NAO-2016-01173-tmm,Norfolk,-82.40069,37.11055,0,Dickenson,51.0
6145,0,NAO-2016-01179,Norfolk,-76.17284,36.86121,1,Virginia Beach,51.0
6146,0,NAO-2016-01181,Norfolk,-75.92806,36.70509,0,Virginia Beach,51.0
6147,0,NAO-2016-01197,Norfolk,-75.93128,36.71229,0,Virginia Beach,51.0
6148,0,NAO-2016-01201,Norfolk,-75.92855,36.70543,0,Virginia Beach,51.0
6149,0,NAO-2016-01212,Norfolk,-75.93075,36.7108,0,Virginia Beach,51.0
6150,0,NAO-2016-01226,Norfolk,-75.92415,36.69764,0,Virginia Beach,51.0
6151,0,NAO-2016-01233-tca,Norfolk,-77.29885,38.82742,0,Fairfax,51.0
6152,1,NAO-2016-01234-tca,Norfolk,-77.25619,38.84579,0,Fairfax,51.0
6153,1,NAO-2016-01236-tca,Norfolk,-77.31066,38.85169,1,Fairfax,51.0
6154,1,NAO-2016-01238-tca,Norfolk,-77.23067,38.84143,0,Fairfax,51.0
6155,1,NAO-2016-01239-tca,Norfolk,-77.16015,38.88289,1,Arlington,51.0
6156,1,NAO-2016-01240-tca,Norfolk,-77.26429,38.92535,0,Fairfax,51.0
6157,0,NAO-2016-01242,Norfolk,-75.94275,36.74311,0,Virginia Beach,51.0
6158,0,NAO-2016-01243,Norfolk,-75.92804,36.70602,0,Virginia Beach,51.0
6159,0,NAO-2016-01270,Norfolk,-76.40287,36.86123,0,Chesapeake,51.0
6160,0,NAO-2016-01318,Norfolk,-75.92607,36.70018,0,Virginia Beach,51.0
6161,0,NAO-2016-01346,Norfolk,-76.74303,37.81201,0,Essex,51.0
6162,0,NAO-2016-01350,Norfolk,-75.97503,37.14974,0,Northampton,51.0
6163,0,NAO-2016-01420,Norfolk,-75.93832,36.73137,0,Virginia Beach,51.0
6164,0,NAO-2016-01425,Norfolk,-75.93292,36.71735,0,Virginia Beach,51.0
6165,1,NAO-2016-01463,Norfolk,-76.08289,36.78391,1,Virginia Beach,51.0
6166,1,NAO-2016-01508,Norfolk,-76.77974,37.30603,1,James City,51.0
6167,0,NAO-2016-01510,Norfolk,-77.02881,38.38902,0,King George,51.0
6168,1,NAO-2016-01546-tca,Norfolk,-77.33,38.667,0,Prince William,51.0
6169,0,NAO-2016-01566,Norfolk,-80.5476,37.19873,0,Pulaski,51.0
6170,1,NAO-2016-01605,Norfolk,-76.26791,36.82123,0,Chesapeake,51.0
6171,0,NAO-2016-01627-arl,Norfolk,-77.69383,38.5702,0,Fauquier,51.0
6172,1,NAO-2016-01628-arl,Norfolk,-77.51028,38.81944,1,Prince William,51.0
6173,1,NAO-2016-01634-arl,Norfolk,-77.63433,38.81957,0,Prince William,51.0
6174,0,NAO-2016-01640,Norfolk,-75.93251,36.71625,0,Virginia Beach,51.0
6175,1,NAO-2016-01643-tca,Norfolk,-77.37556,38.95528,0,Fairfax,51.0
6176,1,NAO-2016-01661-sbg,Norfolk,-77.51086,37.43757,1,Chesterfield,51.0
6177,0,NAO-2016-01747-nla,Norfolk,-76.09109,36.76907,1,Virginia Beach,51.0
6178,0,NAO-2016-01781,Norfolk,-75.95821,37.43844,0,Northampton,51.0
6179,0,NAO-2016-01806,Norfolk,-76.57206,36.9213,0,Isle of Wight,51.0
6180,1,NAO-2016-01820-tca,Norfolk,-77.31991,38.7886,0,Fairfax,51.0
6181,0,NAO-2016-01824,Norfolk,-75.93942,36.73457,0,Virginia Beach,51.0
6182,0,NAO-2016-01834-rhs,Norfolk,-77.49758,39.08048,1,Loudoun,51.0
6183,1,NAO-2016-01839,Norfolk,-76.0145,36.72827,1,Virginia Beach,51.0
6184,0,NAO-2016-01848-rhs,Norfolk,-77.5459,38.86028,0,Loudoun,51.0
6185,1,NAO-2016-01851-rhs,Norfolk,-77.54634,38.90916,1,Loudoun,51.0
6186,1,NAO-2016-01853-rhs,Norfolk,-77.55636,39.09762,0,Loudoun,51.0
6187,1,NAO-2016-01855-rhs,Norfolk,-77.59626,38.98786,0,Loudoun,51.0
6188,0,NAO-2016-01861-SAF,Norfolk,-75.93735,36.72925,0,Virginia Beach,51.0
6189,0,NAO-2016-01866,Norfolk,-82.043,36.6733,1,Washington,51.0
6190,0,NAO-2016-01892,Norfolk,-79.80693,36.90842,0,Franklin,51.0
6191,0,NAO-2016-01897-drb,Norfolk,-76.1765,36.6796,1,Chesapeake,51.0
6192,0,NAO-2016-01911,Norfolk,-75.92557,36.6979,0,Virginia Beach,51.0
6193,0,NAO-2016-01917,Norfolk,-75.93048,36.71107,0,Virginia Beach,51.0
6194,0,NAO-2016-01926,Norfolk,-75.9401,36.7363,0,Virginia Beach,51.0
6195,0,NAO-2016-01928,Norfolk,-75.94531,36.74967,0,Virginia Beach,51.0
6196,0,NAO-2016-01930,Norfolk,-75.93202,36.71496,0,Virginia Beach,51.0
6197,0,NAO-2016-01935,Norfolk,-75.97196,37.09398,0,Northampton,51.0
6198,1,NAO-2016-01943,Norfolk,-77.30752,38.57396,1,Prince William,51.0
6199,0,NAO-2016-01964,Norfolk,-75.93083,36.71193,0,Virginia Beach,51.0
6200,0,NAO-2016-01977,Norfolk,-75.93979,36.73551,0,Virginia Beach,51.0
6201,1,NAO-2016-01982-rhs,Norfolk,-77.45289,39.00451,0,Loudoun,51.0
6202,0,NAO-2016-01987-rhs,Norfolk,-77.52731,39.0775,0,Loudoun,51.0
6203,0,NAO-2016-01988-jsh,Norfolk,-77.4579,37.6288,1,Henrico,51.0
6204,0,NAO-2016-01993,Norfolk,-75.9377,36.73006,0,Virginia Beach,51.0
6205,0,NAO-2016-02000,Norfolk,-75.95977,36.74346,0,Virginia Beach,51.0
6206,0,NAO-2016-02011-rhs,Norfolk,-77.4143,39.03542,0,Loudoun,51.0
6207,0,NAO-2016-02042,Norfolk,-76.29784,36.72109,0,Chesapeake,51.0
6208,1,NAO-2016-02055-tca,Norfolk,-77.22029,38.89808,0,Fairfax,51.0
6209,1,NAO-2016-02064-tca,Norfolk,-77.074,38.779,0,Fairfax,51.0
6210,0,NAO-2016-02075,Norfolk,-75.95122,36.76028,0,Virginia Beach,51.0
6211,0,NAO-2016-02084,Norfolk,-75.93185,36.71451,0,Virginia Beach,51.0
6212,0,NAO-2016-02090,Norfolk,-75.93118,36.7128,0,Virginia Beach,51.0
6213,0,NAO-2016-02100,Norfolk,-77.58482,38.29253,0,Spotsylvania,51.0
6214,0,NAO-2016-02102,Norfolk,-76.6642,36.7933,1,Suffolk,51.0
6215,0,NAO-2016-02113,Norfolk,-79.80778,37.81706,0,Alleghany,51.0
6216,0,NAO-2016-02137,Norfolk,-76.344,36.86314,0,Portsmouth,51.0
6217,0,NAO-2016-02145,Norfolk,-75.9415,36.73989,0,Virginia Beach,51.0
6218,0,NAO-2016-02146,Norfolk,-75.94761,36.75556,0,Virginia Beach,51.0
6219,0,NAO-2016-02147,Norfolk,-75.93839,36.73192,0,Virginia Beach,51.0
6220,0,NAO-2016-02155,Norfolk,-75.92686,36.70211,0,Virginia Beach,51.0
6221,0,NAO-2016-02160,Norfolk,-82.57794,36.97675,0,Wise,51.0
6222,0,NAO-2016-02202,Norfolk,-76.28899,36.71684,1,Chesapeake,51.0
6223,1,NAO-2016-02225-sbg,Norfolk,-77.48722,37.4925,1,Richmond,51.0
6224,0,NAO-2016-02239,Norfolk,-78.49979,38.66667,0,Page,51.0
6225,0,NAO-2016-02275-rhs,Norfolk,-78.14146,39.04467,0,Clarke,51.0
6226,0,NAO-2016-02278-rhs,Norfolk,-77.52951,39.02453,1,Loudoun,51.0
6227,1,NAO-2017-00011-rhs,Norfolk,-77.4319,39.00742,1,Loudoun,51.0
6228,0,NAO-2017-00015,Norfolk,-80.39547,37.18888,0,Montgomery,51.0
6229,1,NAO-2017-00033,Norfolk,-75.35766,37.94485,0,Accomack,51.0
6230,0,NAO-2017-00045-tca,Norfolk,-77.46163,38.88869,0,Fairfax,51.0
6231,1,NAO-2017-00050-sbg,Norfolk,-77.65889,37.60889,1,Goochland,51.0
6232,1,NAO-2017-00055,Norfolk,-81.89845,37.2502,0,Buchanan,51.0
6233,0,NAO-2017-00060-arl,Norfolk,-77.53594,38.79474,0,Prince William,51.0
6234,1,NAO-2017-00061-rhs,Norfolk,-77.52097,39.11011,1,Loudoun,51.0
6235,1,NAO-2017-00079-rhs,Norfolk,-77.47489,39.02167,1,Loudoun,51.0
6236,0,NAO-2017-00080-rdb,Norfolk,-77.51069,38.13249,0,Spotsylvania,51.0
6237,0,NAO-2017-00081-alc,Norfolk,-76.2326,36.65753,1,Chesapeake,51.0
6238,1,NAO-2017-00083-tca,Norfolk,-77.50639,38.73639,0,Prince William,51.0
6239,0,NAO-2017-00086-tca,Norfolk,-77.29709,38.65962,1,Prince William,51.0
6240,0,NAO-2017-00087-tca,Norfolk,-77.20934,38.7025,0,Fairfax,51.0
6241,0,NAO-2017-00112-tmm,Norfolk,-82.19155,37.32214,0,Buchanan,51.0
6242,0,NAO-2017-00121-nla,Norfolk,-75.93234,36.7158,0,Virginia Beach,51.0
6243,0,NAO-2017-00123,Norfolk,-76.47785,37.07972,0,Newport News,51.0
6244,1,NAO-2017-00135-rdb,Norfolk,-77.0436,38.32358,0,King George,51.0
6245,1,NAO-2017-00143,Norfolk,-79.73686,37.01578,1,Franklin,51.0
6246,1,NAO-2017-00169,Norfolk,-76.82449,37.59112,0,King William,51.0
6247,0,NAO-2017-00178-nla,Norfolk,-75.93193,36.71472,0,Virginia Beach,51.0
6248,1,NAO-2017-00189-tca,Norfolk,-77.44164,38.87982,1,Fairfax,51.0
6249,1,NAO-2017-00192-tca,Norfolk,-77.3485,38.79158,0,Fairfax,51.0
6250,1,NAO-2017-00203-tca,Norfolk,-77.30139,38.94389,0,Fairfax,51.0
6251,0,NAO-2017-00224-nla,Norfolk,-75.92892,36.70702,0,Virginia Beach,51.0
6252,1,NAO-2017-00238,Norfolk,-82.1356,36.8242,1,Russell,51.0
6253,0,NAO-2017-00240,Norfolk,-82.3169,36.9071,0,Wise,51.0
6254,1,NAO-2017-00246-jsh,Norfolk,-77.525,37.6647,1,Henrico,51.0
6255,0,NAO-2017-00257-vdp,Norfolk,-78.27022,37.95393,0,Fluvanna,51.0
6256,1,NAO-2017-00258-tca,Norfolk,-77.51,38.731,0,Prince William,51.0
6257,0,NAO-2017-00285-SAF,Norfolk,-81.52635,37.13276,0,Tazewell,51.0
6258,0,NAO-2017-00319-jsh,Norfolk,-77.53667,37.48111,0,Chesterfield,51.0
6259,1,NAO-2017-00332-ndh,Norfolk,-76.12371,36.84579,1,Virginia Beach,51.0
6260,1,NAO-2017-00333-tmm,Norfolk,-82.07363,37.35493,0,Buchanan,51.0
6261,0,NAO-2017-00343,Norfolk,-79.17668,37.3518,0,Lynchburg,51.0
6262,0,NAO-2017-00350,Norfolk,-76.24679,36.76674,0,Chesapeake,51.0
6263,0,NAO-2017-00352,Norfolk,-76.12788,36.91798,0,Virginia Beach,51.0
6264,0,NAO-2017-00361,Norfolk,-75.94213,36.74151,0,Virginia Beach,51.0
6265,0,NAO-2017-00366-drb,Norfolk,-75.35338,37.94793,0,Accomack,51.0
6266,0,NAO-2017-00399,Norfolk,-76.0283,36.74698,0,Virginia Beach,51.0
6267,0,NAO-2017-00440,Norfolk,-75.93971,36.73494,0,Virginia Beach,51.0
6268,0,NAO-2017-00441-SAF,Norfolk,-75.9266,36.70169,0,Virginia Beach,51.0
6269,0,NAO-2017-00462,Norfolk,-76.29177,37.50296,0,Mathews,51.0
6270,0,NAO-2017-00513-rhs,Norfolk,-77.51422,38.91421,0,Loudoun,51.0
6271,0,NAO-2017-00573-rhs,Norfolk,-77.4909,38.90536,0,Loudoun,51.0
6272,0,NAO-2017-00590-rhs,Norfolk,-77.57218,39.11969,0,Loudoun,51.0
6273,0,NAO-2017-00591-rhs,Norfolk,-77.97448,39.15713,0,Clarke,51.0
6274,1,NAO-2017-00627-sbg,Norfolk,-77.50861,37.61611,1,Henrico,51.0
6275,1,NAO-2017-00674,Norfolk,-76.39304,37.06151,1,Hampton,51.0
6276,0,NAO-2017-00681-rdb,Norfolk,-77.50833,38.21559,0,Spotsylvania,51.0
6277,0,NAO-2017-00698-rhs,Norfolk,-77.48597,39.04709,0,Loudoun,51.0
6278,0,NAO-2017-00699-rhs,Norfolk,-77.48835,39.04526,0,Loudoun,51.0
6279,0,NAO-2017-00704-rhs,Norfolk,-78.18937,38.96747,0,Warren,51.0
6280,0,NAO-2017-00706-rhs,Norfolk,-78.16025,39.15405,0,Frederick,51.0
6281,1,NAO-2017-00728,Norfolk,-76.3538,36.84868,0,Portsmouth,51.0
6282,0,NAO-2017-00753,Norfolk,-76.44434,36.81941,0,Chesapeake,51.0
6283,0,NAO-2017-00800-tca,Norfolk,-77.34784,38.60539,1,Prince William,51.0
6284,1,NAO-2017-00802-tca,Norfolk,-77.06397,38.79398,0,Fairfax,51.0
6285,0,NAO-2017-00803,Norfolk,-76.2054,36.9331,0,Norfolk,51.0
6286,0,NAO-2017-00804,Norfolk,-76.20634,36.93077,0,Norfolk,51.0
6287,1,NAO-2017-00805-tca,Norfolk,-77.22946,38.73288,0,Fairfax,51.0
6288,1,NAO-2017-00807-tca,Norfolk,-77.30618,38.58676,0,Prince William,51.0
6289,1,NAO-2017-00808-tca,Norfolk,-77.35372,38.97627,0,Fairfax,51.0
6290,1,NAO-2017-00811-tca,Norfolk,-77.21271,38.96614,0,Fairfax,51.0
6291,1,NAO-2017-00812-tca,Norfolk,-77.45653,38.88539,0,Fairfax,51.0
6292,1,NAO-2017-00813-tca,Norfolk,-77.20457,38.77596,0,Fairfax,51.0
6293,0,NAO-2017-00831,Norfolk,-76.26809,36.71576,0,Chesapeake,51.0
6294,0,NAO-2017-00846,Norfolk,-75.62242,37.75707,0,Accomack,51.0
6295,1,NAO-2017-00866,Norfolk,-77.72555,38.72628,0,Fauquier,51.0
6296,1,NAO-2017-00869-SAF,Norfolk,-76.62733,37.26843,0,York,51.0
6297,1,NAO-2017-00889,Norfolk,-79.96391,37.33491,0,Roanoke,51.0
6298,1,NAO-2017-00895-SEB,Norfolk,-77.74729,36.71249,0,Brunswick,51.0
6299,1,NAO-2017-00930-rhs,Norfolk,-77.55366,38.91093,0,Loudoun,51.0
6300,0,NAO-2017-00936-jsh,Norfolk,-77.58028,37.60833,0,Henrico,51.0
6301,1,NAO-2017-00942-jsh,Norfolk,-77.30583,37.34639,1,Chesterfield,51.0
6302,1,NAO-2017-00948-tca,Norfolk,-77.21994,38.92882,0,Fairfax,51.0
6303,0,NAO-2017-00972-jsh,Norfolk,-77.5383,37.6933,1,Hanover,51.0
6304,1,NAO-2017-00981-jsh,Norfolk,-77.4076,37.6328,1,Hanover,51.0
6305,0,NAO-2017-01007-tmm,Norfolk,-82.47249,37.05211,1,Dickenson,51.0
6306,1,NAO-2017-01035-tca,Norfolk,-77.37017,38.65854,0,Prince William,51.0
6307,1,NAO-2017-01036-tca,Norfolk,-77.48471,38.89247,0,Fairfax,51.0
6308,1,NAO-2017-01077-arl,Norfolk,-77.70944,38.75667,0,Fauquier,51.0
6309,1,NAO-2017-01107-rhs,Norfolk,-77.43375,38.99294,0,Loudoun,51.0
6310,1,NAO-2017-01112-sbg,Norfolk,-77.41139,37.51333,1,Henrico,51.0
6311,0,NAO-2017-01122,Norfolk,-77.45895,38.78473,0,Prince William,51.0
6312,0,NAO-2017-01134-alc,Norfolk,-76.31132,36.75513,1,Chesapeake,51.0
6313,1,NAO-2017-01142-tca,Norfolk,-77.27867,38.99859,0,Fairfax,51.0
6314,0,NAO-2017-01164,Norfolk,-76.44553,36.81851,0,Chesapeake,51.0
6315,1,NAO-2017-01170,Norfolk,-77.542,38.79383,0,Prince William,51.0
6316,1,NAO-2017-01179-rdb,Norfolk,-77.53707,38.27602,0,Spotsylvania,51.0
6317,1,NAO-2017-01190,Norfolk,-76.70525,37.68052,1,Middlesex,51.0
6318,1,NAO-2017-01195-nla,Norfolk,-76.60591,37.29087,1,York,51.0
6319,0,NAO-2017-01199,Norfolk,-77.63831,38.72006,0,Prince William,51.0
6320,0,NAO-2017-01211,Norfolk,-76.48645,37.0865,1,Newport News,51.0
6321,1,NAO-2017-01229-sbg,Norfolk,-77.30657,37.3324,1,Chesterfield,51.0
6322,0,NAO-2017-01238-rhs,Norfolk,-77.48122,39.07516,0,Loudoun,51.0
6323,1,NAO-2017-01250-rhs,Norfolk,-76.81186,38.09007,0,Westmoreland,51.0
6324,1,NAO-2017-01310-tca,Norfolk,-77.08968,38.7497,0,Fairfax,51.0
6325,0,NAO-2017-01311-tca,Norfolk,-77.18071,38.74242,0,Fairfax,51.0
6326,0,NAO-2017-01315,Norfolk,-81.9805,36.6868,0,Washington,51.0
6327,0,NAO-2017-01338,Norfolk,-80.00085,37.21235,0,Roanoke,51.0
6328,0,NAO-2017-01371,Norfolk,-76.27374,36.79013,0,Chesapeake,51.0
6329,1,NAO-2017-01383-sbg,Norfolk,-77.45452,37.73542,1,Hanover,51.0
6330,1,NAO-2017-01450,Norfolk,-79.65332,37.04846,0,Franklin,51.0
6331,0,NAO-2017-01467-rhs,Norfolk,-77.45889,39.01856,0,Loudoun,51.0
6332,0,NAO-2017-01493-sbg,Norfolk,-77.342,37.5029,0,Henrico,51.0
6333,1,NAO-2017-01497,Norfolk,-75.94564,37.32715,0,Northampton,51.0
6334,0,NAO-2017-01521-rhs,Norfolk,-77.55488,39.08276,0,Loudoun,51.0
6335,1,NAO-2017-01533-tca,Norfolk,-77.34189,38.87937,0,Fairfax,51.0
6336,1,NAO-2017-01551,Norfolk,-76.34614,36.77178,0,Chesapeake,51.0
6337,1,NAO-2017-01568-arl,Norfolk,-77.58246,38.80044,1,Prince William,51.0
6338,1,NAO-2017-01569-arl,Norfolk,-77.63225,38.78938,0,Prince William,51.0
6339,1,NAO-2017-01570-arl,Norfolk,-77.65194,38.83917,1,Prince William,51.0
6340,0,NAO-2017-01623-tca,Norfolk,-77.31358,38.85465,0,Fairfax,51.0
6341,1,NAO-2017-01624-tca,Norfolk,-77.41329,38.94923,0,Fairfax,51.0
6342,0,NAO-2017-01626-tca,Norfolk,-77.1393,38.87329,0,Arlington,51.0
6343,1,NAO-2017-01627-tca,Norfolk,-77.10639,38.80465,0,Alexandria,51.0
6344,0,NAO-2017-01669,Norfolk,-76.09619,36.7902,0,Virginia Beach,51.0
6345,0,NAO-2017-01676-jsh,Norfolk,-77.58645,37.64324,1,Henrico,51.0
6346,0,NAO-2017-01692-tca,Norfolk,-77.153,38.847,0,Fairfax,51.0
6347,0,NAO-2017-01779,Norfolk,-76.13477,36.9203,0,Virginia Beach,51.0
6348,1,NAO-2017-01805-arl,Norfolk,-77.47741,38.70159,0,Prince William,51.0
6349,1,NAO-2017-01831-arl,Norfolk,-77.61639,38.79333,0,Prince William,51.0
6350,1,NAO-2017-01836-tca,Norfolk,-77.13573,38.71619,0,Fairfax,51.0
6351,0,NAO-2017-01850-tca,Norfolk,-77.07914,38.72447,0,Fairfax,51.0
6352,1,NAO-2017-01851-rhs,Norfolk,-77.63879,38.97451,0,Loudoun,51.0
6353,0,NAO-2017-01898-hwh,Norfolk,-76.20288,36.92934,0,Norfolk,51.0
6354,0,NAO-2017-01904-tca,Norfolk,-77.27979,38.93026,0,Fairfax,51.0
6355,1,NAO-2017-01924-rhs,Norfolk,-77.47516,38.98654,0,Loudoun,51.0
6356,0,NAO-2017-01929,Norfolk,-76.44419,37.49354,0,Mathews,51.0
6357,0,NAO-2017-01930,Norfolk,-76.51627,37.33303,0,Gloucester,51.0
6358,0,NAO-2017-01940-arl,Norfolk,-77.86444,38.85967,0,Fauquier,51.0
6359,0,NAO-2017-01947-rhs,Norfolk,-77.59195,38.94387,0,Loudoun,51.0
6360,0,NAO-2017-01965,Norfolk,-75.34834,37.93071,0,Accomack,51.0
6361,0,NAO-2017-01990-drb,Norfolk,-76.44115,36.7995,0,Chesapeake,51.0
6362,1,NAO-2017-01993-arl,Norfolk,-77.61625,38.79321,0,Prince William,51.0
6363,1,NAO-2017-01994,Norfolk,-78.83294,36.80153,1,Halifax,51.0
6364,0,NAO-2017-01998,Norfolk,-76.16018,36.87668,1,Virginia Beach,51.0
6365,1,NAO-2017-02000,Norfolk,-76.4085,36.82043,0,Chesapeake,51.0
6366,0,NAO-2017-02013-sbg,Norfolk,-77.38282,37.49388,0,Henrico,51.0
6367,1,NAO-2017-02023,Norfolk,-79.91741,37.25704,0,Roanoke,51.0
6368,0,NAO-2017-02024,Norfolk,-76.44547,36.81729,1,Chesapeake,51.0
6369,0,NAO-2017-02029,Norfolk,-75.98137,36.86865,0,Virginia Beach,51.0
6370,0,NAO-2017-02033-rhs,Norfolk,-77.44953,39.06628,0,Loudoun,51.0
6371,0,NAO-2017-02039,Norfolk,-77.54083,38.75382,1,Prince William,51.0
6372,0,NAO-2017-02047-rdb,Norfolk,-77.47144,38.21178,0,Spotsylvania,51.0
6373,1,NAO-2017-02051-nla,Norfolk,-76.3621,37.0356,1,Hampton,51.0
6374,1,NAO-2017-02062-tca,Norfolk,-77.27338,38.97198,0,Fairfax,51.0
6375,1,NAO-2017-02063-tca,Norfolk,-77.18114,38.64315,0,Fairfax,51.0
6376,1,NAO-2017-02064-tca,Norfolk,-77.22728,38.83495,0,Fairfax,51.0
6377,1,NAO-2017-02066-tca,Norfolk,-77.24522,38.92574,0,Fairfax,51.0
6378,0,NAO-2017-02067-tca,Norfolk,-77.33815,39.00058,0,Fairfax,51.0
6379,1,NAO-2017-02068-tca,Norfolk,-77.37596,38.83029,0,Fairfax,51.0
6380,0,NAO-2017-02069-tca,Norfolk,-77.20159,38.90018,0,Fairfax,51.0
6381,0,NAO-2017-02083,Norfolk,-75.93497,36.72268,0,Virginia Beach,51.0
6382,1,NAO-2017-02091-tca,Norfolk,-77.25378,38.61222,0,Prince William,51.0
6383,0,NAO-2017-02098-rhs,Norfolk,-77.60661,39.03176,0,Loudoun,51.0
6384,0,NAO-2017-02103,Norfolk,-77.11723,37.53218,0,New Kent,51.0
6385,0,NAO-2017-02125,Norfolk,-76.2879,36.79669,1,Chesapeake,51.0
6386,1,NAO-2017-02133,Norfolk,-82.02586,37.0762,1,Buchanan,51.0
6387,1,NAO-2017-02165-vdp,Norfolk,-78.47389,38.07222,1,Albemarle,51.0
6388,0,NAO-2017-02171-tca,Norfolk,-77.33851,38.6727,1,Prince William,51.0
6389,0,NAO-2017-02178-rdb,Norfolk,-77.5895,38.2613,0,Spotsylvania,51.0
6390,0,NAO-2017-02183-rhs,Norfolk,-77.5215,39.03729,0,Loudoun,51.0
6391,1,NAO-2017-02184,Norfolk,-76.41575,36.81531,0,Chesapeake,51.0
6392,1,NAO-2017-02187,Norfolk,-77.30114,37.17842,1,Prince George,51.0
6393,0,NAO-2017-02198,Norfolk,-75.93497,36.72268,0,Virginia Beach,51.0
6394,0,NAO-2017-02214-tca,Norfolk,-77.27961,38.55586,0,Prince William,51.0
6395,0,NAO-2018-00026,Norfolk,-77.44527,38.98918,0,Loudoun,51.0
6396,0,NAO-2018-00027,Norfolk,-76.3748,37.03345,0,Hampton,51.0
6397,0,NAO-2018-00040-tca,Norfolk,-77.20398,38.94569,0,Fairfax,51.0
6398,0,NAO-2018-00056,Norfolk,-76.16065,36.87689,1,Virginia Beach,51.0
6399,0,NAO-2018-00081,Norfolk,-76.51411,37.31212,0,Gloucester,51.0
6400,0,NAO-2018-00106,Norfolk,-80.73585,37.09571,1,Pulaski,51.0
6401,1,NAO-2018-00115,Norfolk,-76.1414,36.7941,1,Virginia Beach,51.0
6402,0,NAO-2018-00149,Norfolk,-76.00865,36.82275,0,Virginia Beach,51.0
6403,0,NAO-2018-00165,Norfolk,-82.4678,36.8265,1,Scott,51.0
6404,0,NAO-2018-00187,Norfolk,-76.02989,36.74807,0,Virginia Beach,51.0
6405,0,NAO-2018-00189,Norfolk,-76.30047,36.83167,0,Portsmouth,51.0
6406,1,NAO-2018-00193,Norfolk,-76.80336,37.38257,1,James City,51.0
6407,1,NAO-2018-00195,Norfolk,-77.51086,38.75501,0,Prince William,51.0
6408,0,NAO-2018-00242,Norfolk,-77.4938,39.01544,0,Loudoun,51.0
6409,0,NAO-2018-00246,Norfolk,-76.38656,37.06522,0,Hampton,51.0
6410,0,NAO-2018-00249,Norfolk,-76.40258,37.02533,0,Hampton,51.0
6411,1,NAO-2018-00259,Norfolk,-77.54946,38.7725,1,Prince William,51.0
6412,1,NAO-2018-00286,Norfolk,-77.43448,38.99107,1,Loudoun,51.0
6413,0,NAO-2018-00293,Norfolk,-82.69454,36.93735,0,Wise,51.0
6414,1,NAO-2018-00295,Norfolk,-77.639,38.8153,1,Prince William,51.0
6415,1,NAO-2018-00347,Norfolk,-77.55564,38.95037,0,Loudoun,51.0
6416,0,NAO-2018-00397-rhs,Norfolk,-78.12437,39.14057,0,Frederick,51.0
6417,0,NAO-2018-00400-rhs,Norfolk,-77.66427,39.2771,0,Loudoun,51.0
6418,1,NAO-2018-00403-rhs,Norfolk,-78.69584,38.65276,0,Shenandoah,51.0
6419,0,NAO-2018-00438,Norfolk,-76.05743,36.75055,1,Virginia Beach,51.0
6420,0,NAO-2018-00439,Norfolk,-76.067,36.901,0,Virginia Beach,51.0
6421,0,NAO-2018-00444-rhs,Norfolk,-77.44319,38.99037,0,Loudoun,51.0
6422,0,NAO-2018-00447-rhs,Norfolk,-77.7498,39.01244,0,Loudoun,51.0
6423,0,NAO-2018-00460,Norfolk,-76.21166,36.87581,1,Norfolk,51.0
6424,0,NAO-2018-00482,Norfolk,-76.65432,38.1015,0,Westmoreland,51.0
6425,1,NAO-2018-00496-tca,Norfolk,-77.08009,38.72175,0,Fairfax,51.0
6426,0,NAO-2018-00498-vdp,Norfolk,-78.90349,38.40715,0,Harrisonburg,51.0
6427,0,NAO-2018-00502,Norfolk,-76.1604,36.81156,0,Virginia Beach,51.0
6428,0,NAO-2018-00506,Norfolk,-75.94241,36.74292,0,Virginia Beach,51.0
6429,1,NAO-2018-00533,Norfolk,-80.01468,37.22003,0,Roanoke,51.0
6430,1,NAO-2018-00545-tca,Norfolk,-77.37937,38.86332,0,Fairfax,51.0
6431,0,NAO-2018-00546-tca,Norfolk,-77.07519,38.78219,1,Fairfax,51.0
6432,1,NAO-2018-00551-tca,Norfolk,-77.25336,38.87156,1,Fairfax,51.0
6433,0,NAO-2018-00664-tca,Norfolk,-77.32289,38.78767,0,Fairfax,51.0
6434,0,NAO-2018-00669,Norfolk,-75.98962,37.30867,1,Northampton,51.0
6435,0,NAO-2018-00682,Norfolk,-79.03144,37.0131,0,Halifax,51.0
6436,1,NAO-2018-00695,Norfolk,-80.71107,37.04972,0,Pulaski,51.0
6437,0,NAO-2018-00701-tca,Norfolk,-77.26281,38.64914,0,Prince William,51.0
6438,1,NAO-2018-00711,Norfolk,-76.55768,36.98197,1,Isle of Wight,51.0
6439,0,NAO-2018-00720,Norfolk,-76.7546,37.34154,0,James City,51.0
6440,0,NAO-2018-00727-awa,Norfolk,-83.04348,36.75087,0,Lee,51.0
6441,0,NAO-2018-00756,Norfolk,-76.56849,36.94442,0,Isle of Wight,51.0
6442,1,NAO-2018-00766-rhs,Norfolk,-77.67985,39.18738,0,Loudoun,51.0
6443,1,NAO-2018-00770,Norfolk,-76.43552,37.20221,1,York,51.0
6444,1,NAO-2018-00772-tca,Norfolk,-77.0992,38.72915,0,Fairfax,51.0
6445,0,NAO-2018-00775,Norfolk,-76.6561,36.90458,1,Isle of Wight,51.0
6446,1,NAO-2018-00777,Norfolk,-79.20188,37.30755,0,Campbell,51.0
