,index,jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland
1188,9241,RAPANOS,SAC-2017-01974,Charleston,Beverly Wood Dock,-79.0186,33.681999999999995,6/25/2019,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1189,10087,RAPANOS,SAC-2020-00402,Charleston,Project #5B Area,-79.75964,32.80165,4/15/2020,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1190,9232,RAPANOS,SAC-2017-01948,Charleston,Bethesda Water System Project,-79.69046,33.77213,3/15/2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1191,10942,RAPANOS,SAW-2012-00951,Wilmington,NCDOT/BR 23/SR 1116/WBS 17BP.8.R.10/Div 8,-79.25728000000001,34.92647,12/17/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1192,10795,RAPANOS,SAW-2002-00287,Wilmington,"PLANTATION VILLAGE, INC./CRITTENDEN/JD/N",-77.76433,34.29481,2/4/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1193,9849,RAPANOS,SAC-2019-00908,Charleston,Apache Lake Tract,-78.78381,33.81235,6/5/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1194,11822,RAPANOS,SAW-2017-02392,Wilmington,111 Bonita Lane - Lucy Norris,-77.90008,34.0237,3/22/2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1195,9841,RAPANOS,SAC-2019-00885,Charleston,"Austin Greybill Road Site, Meybohm",-81.95104,33.55621,3/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,9258,RAPANOS,SAC-2018-00069,Charleston,Boys and Girls Club Project Site,-80.89546999999999,32.24908,4/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1197,9889,RAPANOS,SAC-2019-01086,Charleston,Lowcountry Habitat for Humanity_3002 Goodwin St,-80.73819,32.454159999999995,8/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,11540,RAPANOS,SAW-2016-01539,Wilmington,Skybrook North,-80.7619,35.4304,9/6/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1199,11521,RAPANOS,SAW-2016-01328,Wilmington,"Sullivan, Richard / Sullivan Tract / Residential / JD",-77.55436999999999,34.44266,7/6/2016,0,1,0,0,0,1,1,0,1,1,0,0,0,1
1200,8244,RAPANOS,SAC-2012-00697,Charleston,"Smith, Michael / Hwy 905",-79.01395,33.853609999999996,5/1/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1201,8851,RAPANOS,SAC-2017-00115,Charleston,Phase XV Water Line Ext- Redbird Ct.,-79.36749,34.48979,5/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,8705,RAPANOS,SAC-2016-01306,Charleston,Cannon Tract,-80.09145,33.05068,12/2/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1203,9304,RAPANOS,SAC-2018-00251,Charleston,Grant Drive,-80.42708,33.10075,5/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,9172,RAPANOS,SAC-2017-01736,Charleston,Celanese Road Site,-81.04375999999999,34.975159999999995,12/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,11037,RAPANOS,SAW-2015-00801,Wilmington,3608 East Yacht Drive,-78.1233,33.9229,11/17/2015,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1206,10106,RAPANOS,SAC-2020-00520,Charleston,Superior Sand East,-79.15619000000001,34.15052,5/29/2020,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1207,9134,RAPANOS,SAC-2017-01547,Charleston,1843 Rifle Range Road Tract,-79.82284,32.81864,8/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,9005,RAPANOS,SAC-2017-00932,Charleston,Ocean Hill Remaining Lots,-78.682,33.819,9/28/2017,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1209,8622,RAPANOS,SAC-2016-00810,Charleston,Shingle Creek Erosion Control AKA Carolina Bridge Edisto Road Crossing,-80.35821999999999,32.5692,8/5/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1210,11788,RAPANOS,SAW-2017-01860,Wilmington,Wetherill Tract - Eastwood Road,-77.8312,34.2314,9/6/2017,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1211,8328,RAPANOS,SAC-2015-00737,Charleston,Dorchester School District Two / Flowertown Elementary School,-80.205,32.98845,4/21/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1212,9728,RAPANOS,SAC-2019-00256,Charleston,5471 Woodbine Ave,-80.01639,32.89342,3/28/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,8681,RAPANOS,SAC-2016-01182,Charleston,Dash Street Harleyville Phase V,-80.45345,33.212790000000005,9/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,8791,RAPANOS,SAC-2016-01682,Charleston,Boudreau Fox Hollow Road JD,-79.04475,33.5758,2/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,9226,RAPANOS,SAC-2017-01930,Charleston,Bluffton Storage Road Project,-80.8677,32.263020000000004,1/25/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,8286,RAPANOS,SAC-2014-01291,Charleston,Kit Thrash Properties LLC / Kit Thrash Properties LLC Tract,-80.02079,32.95028,4/12/2018,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1217,9571,RAPANOS,SAC-2018-01347,Charleston,May River Road Parcels,-80.87076,32.237829999999995,11/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,8164,RAPANOS,SAC-2007-02238,Charleston,Stroup Lane Project Site aka Burnt Church Development Tract,-80.8504,32.23653,10/3/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1219,8165,RAPANOS,SAC-2007-02372,Charleston,Christorpher Simmons (fka LOT A EDENVALE ROAD),-80.07448000000001,32.68748,10/16/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1220,8193,RAPANOS,SAC-2009-01103-3H,Charleston,Ocean Lakes Village,-78.961,33.632,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,11120,RAPANOS,SAW-2015-01895,Wilmington,109 Southeast 68th Street,-78.09721,33.90811,4/8/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1222,11843,RAPANOS,SAW-2017-02568,Wilmington,"Eastway Solar_204 Eastway Avenue, Elizabethtown, NC",-78.59445,34.61768,1/31/2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1223,8120,RAPANOS,SAC-2005-05511,Charleston,Craig Road Site ,-80.01103,32.89601,12/20/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1224,8104,RAPANOS,SAC-2001-20455-8N,Charleston,BURCALE RD AT CLAY POND RD,-78.94525,33.72007,1/10/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1225,9042,RAPANOS,SAC-2017-01095,Charleston,Cross Rhodes Industrial Park,-81.07469,33.26375,3/15/2018,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1226,8237,RAPANOS,SAC-2012-00131,Charleston,Charleston Southern University New School of Nursing and Parking (fka Charleston Southern University / CSU Nursing School),-80.07433,32.980290000000004,6/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,11809,RAPANOS,SAW-2017-02194,Wilmington,CAMP STEWART,-80.66062,35.238609999999994,11/28/2018,0,1,0,0,0,0,1,0,1,1,0,1,0,0
1228,9952,RAPANOS,SAC-2019-01339,Charleston,Indigo Bay Phase 3,-78.89415,33.767140000000005,10/24/2019,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1229,8908,RAPANOS,SAC-2017-00385,Charleston,Daniels- Lots 2A & 2B,-80.09046,32.996809999999996,6/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,10026,RAPANOS,SAC-2019-01859,Charleston,Dupree Creek Lane,-79.74939,32.91602,3/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,11384,RAPANOS,SAW-2016-00355,Wilmington,6609 River Road/JD,-77.9207,34.110170000000004,2/24/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1232,9148,RAPANOS,SAC-2017-01649,Charleston,Chicopee,-80.99689000000001,35.020759999999996,12/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,9109,RAPANOS,SAC-2017-01445,Charleston,Edwins Tract,-80.29075,33.198409999999996,7/18/2019,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1234,8344,RAPANOS,SAC-2015-00865,Charleston,1480 Highway 160 Commercial,-80.9112,35.00835,4/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1235,11715,RAPANOS,SAW-2017-00892,Wilmington,"Hughes, Raymond / Washington Acres SD / Deerfield SD",-77.71725,34.35833,5/3/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1236,11602,RAPANOS,SAW-2016-02144,Wilmington,Joyner Atlantic Beach,-76.75304,34.699729999999995,11/9/2016,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1237,9983,RAPANOS,SAC-2019-01567,Charleston,Aynor Solar Project,-79.21300000000001,34.014590000000005,12/10/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,9404,RAPANOS,SAC-2018-00637,Charleston,Ricky Martin Tract 2,-79.02556,33.70805,6/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1239,11646,RAPANOS,SAW-2017-00073,Wilmington,Isley Site / Parker Solar Farm / East Parker Street / Graham / Alamance County / solar / renewable energy,-79.37925,36.07908,12/21/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1240,9706,RAPANOS,SAC-2019-00125,Charleston,Donna Johnson Single-Family Mobile Home Replacement,-80.20895,33.37767,2/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,8618,RAPANOS,SAC-2016-00791,Charleston,Broadway at the Beach 4B Ditch Revaluation,-78.87475,33.71252,5/27/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,8815,RAPANOS,SAC-2016-01801,Charleston,Barefoot Cemetery Project Site JD,-78.74766,33.79903,3/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,8302,RAPANOS,SAC-2015-00218,Charleston,Shadowmoss Inc / Middleborough Office Park,-80.06911,32.83461,1/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1244,8298,RAPANOS,SAC-2015-00136,Charleston,Sweet Prospect Plantation LLC / Slagsvol Impoundment Area C,-81.22454,34.489329999999995,3/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245,8438,RAPANOS,SAC-2015-01544,Charleston,SLF IV/SBT Glenmoor / Glenmoor Tract,-78.89301999999999,33.81843,3/17/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1246,9420,RAPANOS,SAC-2018-00710,Charleston,Express Island Car Wash,-80.9356,32.3004,12/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,11666,RAPANOS,SAW-2017-00331,Wilmington,Salvation Army-Wellons Tract,-76.74093,34.72695,4/11/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1248,11476,RAPANOS,SAW-2016-00926,Wilmington,"CCIP Deerfield, LLC, Deerfield",-80.7579,35.1174,6/13/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1249,11250,RAPANOS,SAW-2015-02507,Wilmington,Tom Schill - NPR for poultry houses - Edgecombe County,-77.73210999999999,35.826159999999994,12/1/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1250,8849,RAPANOS,SAC-2017-00113,Charleston,"WestRock, LLC / WestRock Florence Mill Truck Yard Expansion",-79.56724,34.15033,6/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251,10051,RAPANOS,SAC-2020-00035,Charleston,507 Abbeville Avenue Lot 2,-81.72354,33.56837,5/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,9968,RAPANOS,SAC-2019-01450,Charleston,Town of Lexington Pump Station - Pump #13,-81.1446,33.9984,3/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,8148,RAPANOS,SAC-2006-03433,Charleston,Bridge Creek (fka TMS # 681-00-00-028 (DIRT CHEAP)),-79.63784,32.996790000000004,12/14/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1254,9283,RAPANOS,SAC-2018-00183,Charleston,"Huntley Solar, LLC",-80.63146,33.330909999999996,12/12/2018,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1255,9824,RAPANOS,SAC-2019-00788,Charleston,Charles Grant Single-Family Reconstruction ,-79.57008,33.55424,6/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,9597,RAPANOS,SAC-2018-01520,Charleston,Plaza Auto Sales,-82.46155,34.86234,12/17/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1257,10874,RAPANOS,SAW-2008-00770,Wilmington,Corolla Bay LLC,-75.82695,36.354240000000004,2/29/2016,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1258,8271,RAPANOS,SAC-2014-00749,Charleston,Cecil Reynolds Road Lot 15 & 15D,-80.93630999999999,32.28979,11/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1259,8442,RAPANOS,SAC-2015-01562,Charleston,"McKorrell Brothers, LLC / Middleton Solar",-80.07823,34.33658,1/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,8494,RAPANOS,SAC-2016-00074-4S,Charleston,Pee Dee II Solar Site,-79.32473,34.47612,1/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261,8966,RAPANOS,SAC-2017-00745,Charleston,EchoPark Automotive,-81.1703,34.0974,7/6/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1262,8766,RAPANOS,SAC-2016-01592,Charleston,Rae Properties Tract,-78.91569,33.690540000000006,11/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,9319,RAPANOS,SAC-2018-00288,Charleston,RSP The Lakes Lots 1 and 2,-79.02199999999999,33.615,6/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1264,9088,RAPANOS,SAC-2017-01372,Charleston,Intersection Improvements at Lexington Medical Center,-81.11636,34.00864,11/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,10020,RAPANOS,SAC-2019-01837,Charleston,North Central Elementary School,-80.52402,34.42664,5/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,9958,RAPANOS,SAC-2019-01429,Charleston,Maple Street Park,-79.99894,32.91324,10/23/2019,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1267,10021,RAPANOS,SAC-2019-01839,Charleston,40-Acre TV Road Tract,-79.75523000000001,34.23603,12/17/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1268,9318,RAPANOS,SAC-2018-00286,Charleston,Pinehill Business Campus ,-80.30814000000001,32.95924,8/22/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,8947,RAPANOS,SAC-2017-00572,Charleston,105 Silver Hill Lane Pawlyes Island,-79.15397,33.43159,6/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,8527,RAPANOS,SAC-2016-00261-3JY,Charleston,11th Ave Lot 2 / Serrell,-78.66386,33.830859999999994,3/22/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1271,11637,RAPANOS,SAW-2016-02493,Wilmington,421 New River Inlet Road - Rick Bumgardner,-77.41458,34.49582,5/19/2017,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1272,9672,RAPANOS,SAC-2018-01927,Charleston,Pearce Tract,-79.93388,32.875640000000004,3/8/2019,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1273,9640,RAPANOS,SAC-2018-01748,Charleston,Dorchester at Fisher Road,-80.23411,32.97455,1/10/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1274,9607,RAPANOS,SAC-2018-01613,Charleston,Saxe Gotha Industrial Park Lot III Parcel 2-AJD,-81.04445,33.90842,10/5/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1275,9138,RAPANOS,SAC-2017-01606,Charleston,Glover Mine 2,-80.92441,32.408770000000004,10/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,9369,RAPANOS,SAC-2018-00505,Charleston,SC-2008 Orleans Road,-80.0294,32.8025,4/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,9709,RAPANOS,SAC-2019-00137,Charleston,All American Boulevard Extension ,-79.77868000000001,32.87198,8/12/2019,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1278,9826,RAPANOS,SAC-2019-00793,Charleston,Black Bear Camp Swamp Tract JD,-78.7551,34.0085,8/23/2019,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1279,8649,RAPANOS,SAC-2016-00975,Charleston,Myers Road,-80.09218,33.04513,1/9/2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1280,8426,RAPANOS,SAC-2015-01319,Charleston,Barnwell Solar LLC,-81.35089,33.237140000000004,11/2/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,9050,RAPANOS,SAC-2017-01158,Charleston,Beach Urgent Care 10th Ave South Tract,-78.98917,33.60423,9/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,11399,RAPANOS,SAW-2016-00418,Wilmington,Evans French Broad River Access,-82.5604,35.34449,3/28/2016,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1283,9126,RAPANOS,SAC-2017-01524,Charleston,Lindy Creek,-80.0264,33.00894,7/9/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1284,9556,RAPANOS,SAC-2018-01305,Charleston,Pawleys Island Storage,-79.12403,33.44706,9/27/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,8934,RAPANOS,SAC-2017-00491,Charleston,7.6 Acres Brian Dooley,-81.07554,32.249109999999995,12/19/2017,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1286,11860,RAPANOS,SAW-2018-00142,Wilmington,The Point at Waters Edge/Dare/JD,-75.68966999999999,36.00188,6/5/2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1287,9152,RAPANOS,SAC-2017-01659,Charleston,Zelasko Drive Parcels,-80.04959000000001,32.73397,10/17/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1288,9480,RAPANOS,SAC-2018-00974,Charleston,West End Sewer Rehabilitation Project,-79.29987,33.376059999999995,6/21/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,11018,RAPANOS,SAW-2015-00369,Wilmington,Oklwaha Village JD,-82.4605,35.333,10/26/2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1290,10800,RAPANOS,SAW-2003-00343,Wilmington,Renaissance Park,-77.82607,34.23883,5/21/2019,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1291,8564,RAPANOS,SAC-2016-00499-3H,Charleston,The Abby,-79.14050999999999,33.476240000000004,3/29/2016,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1292,8742,RAPANOS,SAC-2016-01466,Charleston,Nash Parcel E-5,-78.95822,33.68199,11/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,8534,RAPANOS,SAC-2016-00301-3H,Charleston,Sampit Community Water Project,-79.47521,33.33721,3/9/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,9539,RAPANOS,SAC-2018-01233,Charleston,Interconnect Drive Parcel,-80.98824,34.88602,9/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1295,11196,RAPANOS,SAW-2015-02306,Wilmington,Temple Baptist Church expansion/ culvert,-81.97547,35.98795,11/20/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1296,8676,RAPANOS,SAC-2016-01140,Charleston,Madden Bridge Road Recreational Area,-82.8147,34.731759999999994,1/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,9486,RAPANOS,SAC-2018-01007,Charleston,Rolling Measow Lane Site,-81.03995,33.88628,9/13/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,10019,RAPANOS,SAC-2019-01817,Charleston,Duke Energy / Black River Solar Expansion Site,-80.1991,33.95411,3/12/2020,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1299,9786,RAPANOS,SAC-2019-00581,Charleston,Salt Creek,-80.73665,32.43483,10/4/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,8854,RAPANOS,SAC-2017-00118,Charleston,Reach 9 Tract Parcels C & D2,-78.78324,33.79065,2/7/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1301,10116,RAPANOS,SAC-2020-00592,Charleston,Duke Energy Progress-Spartanburg Operations Center,-81.88115,35.030609999999996,6/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,11326,RAPANOS,SAW-2016-00127,Wilmington,Western Sream Initiative- Barrier Site,-82.01653,35.976690000000005,3/17/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1303,8728,RAPANOS,SAC-2016-01403,Charleston,Sandhills Medical ,-80.36941999999999,33.95071,11/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,11317,RAPANOS,SAW-2016-00092,Wilmington,Lot #7 Emerald Isle Live Oke Street,-77.0302,34.6675,3/7/2016,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1305,9087,RAPANOS,SAC-2017-01360,Charleston,Promenade Tract 6,-78.80834,33.75312,9/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1306,9153,RAPANOS,SAC-2017-01662,Charleston,Columbiana Drive Site,-81.17163000000001,34.094159999999995,11/22/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1307,8986,RAPANOS,SAC-2017-00833,Charleston,"McArthur Implement Co., LLC / Black River Solar Project",-80.21816,33.949690000000004,1/30/2019,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1308,8708,RAPANOS,SAC-2016-01333,Charleston,Murrells Inlet Meineke Tract,-79.03031,33.57549,11/2/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,9063,RAPANOS,SAC-2017-01206,Charleston,Melbourne Parcel,-79.9928,32.8671,1/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,9999,RAPANOS,SAC-2019-01705,Charleston,Gravely Gully Associates Tract 2,-79.0221,33.73745,10/25/2019,0,1,0,0,0,1,1,0,1,0,0,0,0,0
1311,8319,RAPANOS,SAC-2015-00578,Charleston,Reedy Acres,-82.29433,34.61652,4/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1312,10831,RAPANOS,SAW-2006-00633,Wilmington,"NORWRIGHT HOLDINGS, LLC/JD/6.7 AC/ISOLAT",-77.7436,34.317,11/14/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1313,9272,RAPANOS,SAC-2018-00120,Charleston,Hereford Solar Isolated Wetland,-82.2415,34.2676,1/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1314,9067,RAPANOS,SAC-2017-01217,Charleston,"Barnes, Ronnie / Patriot Villas Apartments",-80.43952,33.93586,1/9/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,11855,RAPANOS,SAW-2018-00066,Wilmington,Wesleyan Education Center / 1930 Sandy Ridge Road / High Point / Guilford County / commercial,-80.01556,36.05614,1/9/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1316,9046,RAPANOS,SAC-2017-01117,Charleston,Santee Cooper Winyah Generating Station Main Grounds,-79.35564000000001,33.32862,9/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1317,9730,RAPANOS,SAC-2019-00266,Charleston,Bayshore Retirement Living Project Site ,-80.7439,32.23507,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,8450,RAPANOS,SAC-2015-01609-4E,Charleston,"Bradshaw, Keith / Watauga Solar Site",-79.84473,34.52406,1/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,9253,RAPANOS,SAC-2018-00037,Charleston,Roscoe Road Tract JD,-79.0303,33.7199,2/15/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1320,8765,RAPANOS,SAC-2016-01590,Charleston,Technical College Industrial Park Parcel 4,-79.82727,34.25829,10/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,9502,RAPANOS,SAC-2018-01062,Charleston,Santee Cooper Granger Generating Station Ash Pond 1,-79.04878000000001,33.82752,7/25/2018,1,1,1,0,1,1,0,0,0,0,0,0,0,1
1322,11127,RAPANOS,SAW-2015-01967,Wilmington,Beaverdam Creek,-80.75265999999999,36.461529999999996,10/22/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1323,11350,RAPANOS,SAW-2016-00209,Wilmington,Wake County Public School Systems / Stough Elementary School / 4210 Edwards Mill Rd / Wake County / Raleigh NC ,-78.69203,35.83576,3/1/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,8146,RAPANOS,SAC-2006-03264-3JJ,Charleston,Old Sanders Road Tract,-78.68111999999999,33.83767,12/18/2018,1,1,1,0,1,1,0,0,0,0,0,0,0,1
1325,11169,RAPANOS,SAW-2015-02205,Wilmington,Duke Energy - Libby Owens For 115kV Replacement,-79.01247,34.61311,10/21/2015,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1326,9062,RAPANOS,SAC-2017-01201,Charleston,Drop Off Drive Tract,-80.19934,33.07902,11/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,9917,RAPANOS,SAC-2019-01182,Charleston,4125 Spruill Ave,-79.98058,32.87066,11/5/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,8331,RAPANOS,SAC-2015-00748,Charleston,Eau Claire Cooperative Health Centers,-80.70693,33.88358,8/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,8214,RAPANOS,SAC-2010-00844,Charleston,Ridgeland Drainage Ditch Project (fka TUTEN PARK DRAINAGE IMPROVEMENTS),-80.97324,32.47912,8/15/2018,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1330,10119,RAPANOS,SAC-2020-00606,Charleston,Longwood Island J1B,-79.06737,33.56629,6/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,10023,RAPANOS,SAC-2019-01844,Charleston,JD - Goretown Mine Phase IV-B,-78.81348,34.02057,2/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1332,11140,RAPANOS,SAW-2015-02034,Wilmington,MI Homes_Andrews Chapel,-78.7763,35.924490000000006,10/30/2015,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1333,8202,RAPANOS,SAC-2010-00448,Charleston,"Phase II On-Site Roadway, Water, and Wastewater Improvements to Serve Fairfield Commerce Center",-81.01836,34.29081,3/3/2020,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1334,9277,RAPANOS,SAC-2018-00149,Charleston,Grimball Assemblage,-79.96293,32.7047,8/3/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1335,11501,RAPANOS,SAW-2016-01144,Wilmington,"Hatteras Realty, Inc/Dare/PreAp",-75.468,35.56995,6/7/2016,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1336,8752,RAPANOS,SAC-2016-01501,Charleston,Cooper River Corridor Coal Ash Ponds,-79.92994,33.020959999999995,10/14/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
