jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland,index
RAPANOS,NWO-2020-00773-DEN,Omaha,Sand Creek Detention Basin C,-104.78556999999999,39.76501,04/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7344
RAPANOS,NWO-2020-00782-PIE,Omaha,"JD Request for SD DOT 1-90 Project, PCN 012G (Exit 37-40) & 06DN (Exit 32-37), Meade County",-103.44082,44.33423,05/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7345
RAPANOS,NWO-2020-00786-BIS,Omaha,"CPS Engineering; City of Grand Forks; N 3rd St from University Ave to DeMers Ave Improvements, UGP-6-986(128), PCN 22515, Grand Forks County",-97.0324,47.926320000000004,04/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7346
RAPANOS,NWO-2020-00793-DEN,Omaha,Firelight Development Project,-105.03416999999999,40.164229999999996,07/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7347
RAPANOS,NWO-2020-00810-DEN,Omaha,Fox Hills Development Project,-104.99826999999999,39.47914,05/07/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7348
RAPANOS,NWO-2020-00812-RWY,Omaha,"Town of Pine Bluffs, uplands, Lance/Fox Hills Aquifer Well, NPR",-104.0652,41.184129999999996,05/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7349
RAPANOS,NWO-2020-00815-RWY,Omaha,"Platte Valley Healthcare, upland, Saratoga Critical Care Hospital, AJD, NPR",-106.8274,41.45434,06/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
RAPANOS,NWO-2020-00817-WEH,Omaha,"Shepoka, Jeff Sarpy County",-95.98913,41.107440000000004,04/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7351
RAPANOS,NWO-2020-00820-BIS,Omaha,"Interstate Engineering; North Central Regional Water District; 2021 City of Benedict Water Distribution System, McLean County",-101.0819,47.83051,04/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7352
RAPANOS,NWO-2020-00825-BIS,Omaha,"ND Parks and Recreation; Grafton Park Board, 8th Street Ball Field Renovation",-97.4193,48.41608,05/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7353
RAPANOS,NWO-2020-00828-BIS,Omaha,"ND Parks and Recreation; Bismarck Parks and Recreation District, North Central Park Improvements",-100.77914,46.827329999999996,05/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7354
RAPANOS,NWO-2020-00829-BIS,Omaha,"ND Parks and Recreation; Ellendale City Park Board, American Legion Baseball Grandstand Renovation, Dickey County",-98.52493,45.99668,05/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355
RAPANOS,NWO-2020-00834-BIS,Omaha,"ND Parks and Recreation; City of Abercrombie Park Improvements, Richland County",-96.73182,46.44866,05/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7356
RAPANOS,NWO-2020-00835-MT,Omaha,Terry Broderson - Pre-App- Ditch Construction and Culvert Replacement,-108.90463000000001,46.11649,05/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7357
RAPANOS,NWO-2020-00836-BIS,Omaha,"ND Parks and Recreation; Dickinson Parks and Recreation, Friendship Park Construction, Stark County",-102.77006,46.89372,05/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358
RAPANOS,NWO-2020-00837-BIS,Omaha,"ND Parks and Recreation; Jamestown Parks and Recreation, Meidinger Splash Park Court Addition",-98.68786999999999,46.91454,05/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359
RAPANOS,NWO-2020-00838-BIS,Omaha,"ND Parks and Recreation; City of Bottineau, Tommy Turtle Park Shelter Improvements and Pickleball Court Renovation, Bottineau County",-100.43099000000001,48.82323,05/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360
RAPANOS,NWO-2020-00856-RWY,Omaha,"Wyoming State Fair, Camping & Parking Upgrades, Upland, NPR",-105.39396,42.75564,05/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7361
RAPANOS,NWO-2020-00862-PIE,Omaha,United Development Group - AJD - Lyman County - Unnamed Wetlands,-99.60615,43.87842,05/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7362
RAPANOS,NWO-2020-00864-DEN,Omaha,"Pinion Draw, Adams County, Colorado",-104.76984,39.81927,05/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7363
RAPANOS,NWO-2020-00878-BIS,Omaha,Kidder County; Robinson Township; Mary Lou Hanson Farm Temporary Access Road,-99.79029,47.097970000000004,05/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7364
RAPANOS,NWO-2020-00901-DEN,Omaha,"10550 Brighton Rd, Commerce City, Adams County, CO",-104.88553,39.88798,05/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7365
RAPANOS,NWO-2020-00903-DEN,Omaha,High Point East Project,-104.71298,39.81118,05/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7366
RAPANOS,NWO-2020-00904-DEN,Omaha,Bowles Ditch,-105.10121000000001,39.62924,07/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7367
RAPANOS,NWO-2020-00906-DEN,Omaha,"Lafferty Property, Erie, Colorado",-105.06723000000001,40.04913,07/07/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7368
RAPANOS,NWO-2020-00908-DEN,Omaha,West Seltzer Loop Pipeline Project,-104.87844,39.99045,05/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7369
RAPANOS,NWO-2020-00911-PIE,Omaha,"JD Request for SD DOT SD 37 in Mitchell, PCN 05UY, Davison County",-98.0252,43.73847,05/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7370
RAPANOS,NWO-2020-00915-PIE,Omaha,"JD Request for SDDOT US Hwy 18 & SD Hwy 44, PCN 03TK, Tripp County",-99.85328,43.37663,06/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7371
RAPANOS,NWO-2020-00918-BIS,Omaha,NDDOT - Nelson County Hwy 2 Improvements PCN 22278,-97.96301,48.00508,06/03/2020,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7372
RAPANOS,NWO-2020-00934-DEN,Omaha,Peoria Development Site Project,-104.84261,39.55688,07/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7373
RAPANOS,NWO-2020-00937-DEN,Omaha,Altair Park Drainage Project,-104.90377,39.556540000000005,06/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7374
RAPANOS,NWO-2020-00953-DEN,Omaha,Watermark at Longmont Property,-105.09584,40.2053,07/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7375
RAPANOS,NWO-2020-00962-RWY,Omaha,"Excalibur Construction LLC, Hidden Bridge Ranch Subdivision, Isolated Wetland, AJD",-106.99093,44.8046,06/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7376
RAPANOS,NWO-2020-00977-RWY,Omaha,"Bentonite Performance, Jolly  6, Preamble Ponds, NPR",-104.72365,44.9386,05/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7377
RAPANOS,NWO-2020-00980-DEN,Omaha,Pecos Street Improvement,-105.00608000000001,39.79152,06/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7378
RAPANOS,NWO-2020-01001-DEN,Omaha,"The Legends at Centennial Development Project, AJD",-104.80799999999999,39.603,07/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7379
RAPANOS,NWO-2020-01016-DEN,Omaha,Sandstone Ranch Trailhead Project,-104.94331000000001,39.22482,07/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7380
RAPANOS,NWO-2020-01020-BIS,Omaha,"AE2S; City of Buxton, Storm Sewer Line Installation, Traill County",-97.0997,47.6022,05/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381
RAPANOS,NWO-2020-01025-DEN,Omaha,Westerly-Weld County Road 5 Widening,-105.01811000000001,40.03318,08/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7382
RAPANOS,NWO-2020-01047-DEN,Omaha,Pinery Village Filing No. 2 Residential Development,-104.76153000000001,39.464290000000005,07/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7383
RAPANOS,NWO-2020-01077-RWY,Omaha,"Department of the Air Force, F.E. Warren Gate 5 Redevelopment, Uplands, Laramie County, NPR",-104.84845,41.16805,06/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7384
RAPANOS,NWO-2020-01081-RWY,Omaha,"Joe Steger, Steger Residence Construction, Uplands, Sheridan County, NPR",-106.99388,44.6699,06/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385
RAPANOS,NWO-2020-01086-BIS,Omaha,"City of Ellendale; Sanitary Sewer Rehabilitation, Dickey County",-98.527,46.0028,06/09/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386
RAPANOS,NWO-2020-01095-DEN,Omaha,North Shields Street Roadway Improvements Project,-105.0954,40.6193,07/17/2020,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7387
RAPANOS,NWO-2020-01096-BIS,Omaha,"Ackerman Estvold; NDDOT; Bridge #53-117-15 Replacement on CR 10 over Blacktail Creek, BRR-0053(053) PCN 22771, Sec 14, T157N, R101W, Williams County",-103.70019,48.41641,06/11/2020,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7388
RAPANOS,NWO-2020-01097-BIS,Omaha,"Ackerman-Estvold; NDDOT; Bridge #53-120-06 on 78th Street over the Little Muddy River, BRR-0053(053) PCN 22771, Sec 32, T159N, R100W, Williams County ",-103.6327,48.54679,06/11/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7389
RAPANOS,NWO-2020-01362-DEN,Omaha,Kiowa Solar Project,-104.42407,39.7864,09/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7390
RAPANOS,NWO-2020-01389-DEN,Omaha,"21448 Co Rd 22, Fort Morgan, CO 80701",-103.7281,40.30652,09/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7391
RAPANOS,NWO-2020-01465-DEN,Omaha,Boomerang South AJD,-104.7986,40.42836,09/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7392
RAPANOS,NWO-2020-01466-DEN,Omaha,Aurora Crossroads Property,-104.71110999999999,39.73489,09/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7393
RAPANOS,NWO-2020-01526-DEN,Omaha,Franktown Feeders Gas Transmission Line Project,-104.79739000000001,39.41967,08/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7394
RAPANOS,NWO-2020-01609-DEN,Omaha,Wadsworth Station,-105.07919,39.90325,10/07/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7395
RAPANOS,NWO-2020-01688-DEN,Omaha,"Timnath Poudre River Trail Project, Greeley No. 2 Canal Crossing",-104.95351000000001,40.49492,10/06/2020,0,1,0,0,0,0,1,0,1,1,0,0,0,0,7396
RAPANOS,NWO-2020-01711-DEN,Omaha,The Weir Gulch Park AJD/NPR,-105.04888999999999,39.70563,10/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7397
RAPANOS,NWO-2020-01726-DEN,Omaha,"Outlot B, South College Storage, W. Skyway Drive AJD",-105.07828,40.50115,10/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7398
RAPANOS,NWO-2020-01736-DEN,Omaha,"60th Avenue and Argonne Street, Denver County, Colorado  AJD",-104.76805,39.804140000000004,09/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7399
RAPANOS,NWO-2020-01823-DEN,Omaha,Behind 3124 55th Avenue ,-104.76746999999999,40.38625,10/27/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7400
RAPANOS,NWO-2020-01835-DEN,Omaha,64th and Huron,-104.99699,39.81638,10/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7401
RAPANOS,NWO-2020-01852-DEN,Omaha,12285 HIghway 52,-104.8231,40.08677,10/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7402
RAPANOS,NWP-1999-00081,Portland,Fred Jansen (Residential Development),-123.102,44.6172,09/16/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7403
RAPANOS,NWP-2010-00160,Portland,TONQUIN HOLDINGS LLC,-122.80797,45.344590000000004,12/29/2015,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7404
RAPANOS,NWP-2011-00432,Portland,Port of Portland - PDX Logistics Center,-122.56133999999999,45.58978,12/11/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7405
RAPANOS,NWP-2013-00047,Portland,SUNNY VALLEY SAND & GRAVEL,-123.32331,42.62583,11/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7406
RAPANOS,NWP-2014-00245,Portland,Onelife Management (JD ONLY),-123.0324,44.08491,06/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7407
RAPANOS,NWP-2014-00322,Portland,Port of Portland - NE 33 Ave/Marine Drive,-122.63736000000002,45.596379999999996,05/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7408
RAPANOS,NWP-2015-00355,Portland,City of Medford Public Works (Larson Creek Trail Segment II Project),-122.84042,42.31474,08/31/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7409
RAPANOS,NWP-2015-00384,Portland,"Saturn Power Corporation (Wetland Delineation) Williamson River, RM 14.19",-121.86488999999999,42.61138,06/08/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7410
RAPANOS,NWP-2015-00503,Portland,City of Albany (Crocker Lane),-123.12767,44.668440000000004,12/13/2016,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7411
RAPANOS,NWP-2016-00053,Portland,Banks Property (West Hills Development,-123.10506000000001,45.60935,06/02/2016,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7412
RAPANOS,NWP-2016-00100,Portland,Dartmouth Hotel,-122.74829,45.435159999999996,06/02/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7413
RAPANOS,NWP-2016-00117,Portland,Nike IHM Building Expansion,-122.81508999999998,45.4957,09/14/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7414
RAPANOS,NWP-2016-00248,Portland,Vendage (Pahlisch Homes),-122.92058999999999,45.488690000000005,08/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7415
RAPANOS,NWP-2016-00268,Portland,Port of Portland - Hillsboro Airport- TEK Property ,-122.94206000000001,45.54765,10/19/2016,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7416
RAPANOS,NWP-2016-00312,Portland,"Interstate Solar Project (SP Solar 1, LLC)",-122.90014,45.128659999999996,06/07/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7417
RAPANOS,NWP-2016-00316,Portland,Fairview Industrial Park (Cascadia Business Complex),-123.01338999999999,44.90211,10/20/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7418
RAPANOS,NWP-2016-00353,Portland,Wyatt Node Forest Ridge Phase II Residential Development,-123.33358,44.933640000000004,02/22/2017,0,1,0,0,0,0,1,0,1,1,0,1,0,0,7419
RAPANOS,NWP-2016-00402,Portland,Goose Creek Solar Power Generation,-122.37709,45.36815,12/16/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7420
RAPANOS,NWP-2016-00404,Portland,Brothers Solar Energy Generation,-120.5902,43.824,06/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7421
RAPANOS,NWP-2016-00458,Portland,ODOT - I-205 Abernethy Bridge Geotechnical Survey and Widening Project,-122.6053,45.36417,01/10/2020,1,1,0,1,1,0,1,1,1,1,1,0,0,1,7422
RAPANOS,NWP-2016-00504,Portland,"3350 Portland Road NE (Mountain West Investment,)",-123.00388999999998,44.96836,06/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7423
RAPANOS,NWP-2016-00545,Portland,"Industrial Park-McLean Point Newport, Oregon",-124.02739,44.624520000000004,12/19/2016,1,1,1,1,1,1,0,0,0,0,0,0,0,1,7424
RAPANOS,NWP-2016-00548,Portland,Murphy Family LLC,-122.8573,42.31655,03/21/2017,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7425
RAPANOS,NWP-2016-00575,Portland,DEQ Cleanup (23352 SW Murdock Road),-122.82526999999999,45.3512,02/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7426
RAPANOS,NWP-2017-00018,Portland,Northwest Freight LLC,-122.41441999999999,45.54718,03/15/2017,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7427
RAPANOS,NWP-2017-00032,Portland,Polygon Homes- Right-of-way for Roy Rogers Road N/S of Bull Mountain Rd,-122.85165,45.4149,07/05/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7428
RAPANOS,NWP-2017-00064,Portland,"Nine Springs, LLC  (Jurisdictional Determination) ",-123.08948000000001,44.10675,07/06/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7429
RAPANOS,NWP-2017-00090,Portland,City of Portland - Harney Street Vegetative Water Quality Facility Construction,-122.61774,45.46275,05/19/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7430
RAPANOS,NWP-2017-00127,Portland,Amberglen South Residential Development,-122.88542,45.52795,07/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7431
RAPANOS,NWP-2017-00132,Portland,Rogue Valley International - Medford Airport (Parking Lot),-122.87698,42.36867,06/30/2017,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7432
RAPANOS,NWP-2017-00159,Portland,"Cypress Creek Renewables, LLC (Jurisdictional Determination)",-121.57897,42.234429999999996,07/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7433
RAPANOS,NWP-2017-00190,Portland,Coronal Development Services (Bear Creek Solar) (Wetland Delineation),-121.23352,44.05832,06/06/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7434
RAPANOS,NWP-2017-00238,Portland,CLE Residential LLC (Jurisdictional Determination),-122.78703999999999,42.4285,06/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7435
RAPANOS,NWP-2017-00248,Portland,ODOT - I-5 Haines Rd Detention Facility,-122.74338999999999,45.434290000000004,01/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7436
RAPANOS,NWP-2017-00285,Portland,City of Milwaukie - Meek Street Stormwater Improvements,-122.63245,45.44839,11/06/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7437
RAPANOS,NWP-2017-00312,Portland,Friedman (Jurisdictional Determination),-121.92443,42.49726,11/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7438
RAPANOS,NWP-2017-00313,Portland,Evergreen Properties Inc. (Jurisdictional Determination),-123.36965,42.4216,12/01/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7439
RAPANOS,NWP-2017-00349,Portland,Port of Longview - Industrial Rail Corridor Improvement Project,-122.92581000000001,46.112159999999996,06/05/2018,0,1,0,0,0,0,0,1,0,0,1,0,0,1,7440
RAPANOS,NWP-2017-00354-NWP,Portland,Sixmile Wetland Determination - OneEnergy Renewables,-119.8358,45.744,11/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441
RAPANOS,NWP-2017-00355,Portland,Noyes Developmen t- Creekview Ridge Residential Subdvision - AJD,-122.79766000000001,45.55291,03/23/2018,0,1,0,0,0,0,1,0,0,0,0,0,1,1,7442
RAPANOS,NWP-2017-00357,Portland,"Klauer - 3222 SW Palatine St, JD",-122.70998999999999,45.44344,11/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7443
RAPANOS,NWP-2017-00358,Portland,Boones Ferry Road (JD Only),-122.71643,45.40741,01/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7444
RAPANOS,NWP-2017-00371-NWP,Portland,Oregon City Meyers Road Extension,-122.56915,45.31909,01/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7445
RAPANOS,NWP-2017-00375,Portland,SW Sun Place AJD,-122.76721,45.33695,11/27/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7446
RAPANOS,NWP-2017-00398,Portland,Midfirst Bank (Wetland Delineation),-122.98666000000001,44.067609999999995,04/24/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7447
RAPANOS,NWP-2017-00430,Portland,"Howard Commons LLC (Residential Development) Wetland A,B,C, and D",-122.9853,44.967,05/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7448
RAPANOS,NWP-2017-00500,Portland,OSU Marine Studies Initiative Building,-124.04603999999999,44.62131,04/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7449
RAPANOS,NWP-2017-00525,Portland,Washington County Dept of Land Use Transportation Roy Rogers Road Improvements,-122.8516,45.4154,05/15/2018,0,1,0,0,0,0,1,1,1,0,1,0,0,1,7450
RAPANOS,NWP-2017-00536,Portland,Montagne Development Inc. (JD ONLY),-123.08748,44.60969,01/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7451
RAPANOS,NWP-2018-00062,Portland,ODOT - US 395 MP 150.65 Lakeview (JD Only),-120.32,42.092,06/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7452
RAPANOS,NWP-2018-00088,Portland,Oregon State University (Institutional Development),-123.26908,44.56578,06/15/2018,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7453
RAPANOS,NWP-2018-00150,Portland,ODOT - OR 217 (JD Only),-122.77816000000001,45.45515,01/21/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7454
RAPANOS,NWP-2018-00152,Portland,Duyck - 9261 NW Kansas City Road,-123.1495,45.58596,06/08/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7455
RAPANOS,NWP-2018-00203,Portland,"Mr. Bruce Capps, Wetland Delineation Review, 13th St SW, Bandon, Oregon",-124.42025,43.111740000000005,07/03/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7456
RAPANOS,NWP-2018-00206,Portland,City of Sutherlin - Ford's Pond (Recreational Facilities),-123.36738999999999,43.3931,01/13/2020,0,1,0,0,0,0,0,0,1,0,0,1,0,1,7457
CWR,NWP-2018-00352,Portland,NewSunEnergy (Wetland Delineation) JD ONLY,-120.80708999999999,43.26682,10/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7458
CWR,NWP-2018-00372,Portland,Cypress Creek  Renewables (Utility Lines) (AJD),-120.87414,44.28347,09/07/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7459
RAPANOS,NWP-2018-00555,Portland,ODOT Foothill-Hillcrest to McAndrews Road,-122.82302,42.3376,12/16/2019,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7460
RAPANOS,NWP-2019-00042,Portland,Knife River Materials (JD only) ,-124.09541999999999,43.71033,01/16/2020,1,1,1,1,1,0,0,0,0,0,0,0,0,1,7461
RAPANOS,NWP-2019-00166,Portland,West One Homes Inc. - Edgewater Residential Development ,-122.94553,45.300990000000006,11/14/2019,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7462
RAPANOS,NWP-2019-00189,Portland,ODOT - HCRH Trail,-121.63286000000001,45.6999,03/20/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7463
RAPANOS,NWP-2019-00197,Portland,City of Eugene (JD Only),-123.13276,44.04578,04/30/2020,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7464
RAPANOS,NWP-2019-00198,Portland,Salem Keizer School District (Institutional Development) ,-122.9988,44.962579999999996,09/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7465
RAPANOS,NWP-2019-00263,Portland,WD Developers LLC - Hoffman Estates Project ,-123.21556000000001,44.85999,06/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7466
RAPANOS,NWP-2019-00286,Portland,City of St. Helens_Industrial Park AJD,-122.80912,45.84865,03/06/2020,0,1,0,0,0,1,1,0,0,0,1,0,0,1,7467
RAPANOS,NWP-2019-00303,Portland,Happy Valley Goodwill,-122.48473,45.4254,01/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7468
RAPANOS,NWP-2019-00316,Portland,City of Ashland - Ashland Waterline (JD Only),-122.71372,42.21345,10/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7469
RAPANOS,NWP-2019-00320,Portland,St. Helens Place Apartments Project (JD only),-122.8292,45.8546,03/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7470
RAPANOS,NWP-2019-00327,Portland,JD Only - 15707 SW Walker Road,-122.83912,45.51777,11/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7471
RAPANOS,NWP-2019-00346,Portland,Roshak North at River Terrace,-122.84912,45.42028,11/13/2019,0,1,0,0,0,0,1,1,1,1,0,0,0,0,7472
RAPANOS,NWP-2019-00354,Portland,Reams Gary (Deck Extension) Woahink Lake,-124.08873,43.919259999999994,10/02/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473
RAPANOS,NWP-2019-00359,Portland,JD Only - NE 30th Ave and NE Huffman St,-122.94673999999999,45.55758,01/03/2020,0,1,0,0,0,0,1,0,1,1,0,0,0,1,7474
RAPANOS,NWP-2019-00366,Portland,JD Only - Rick Brown's Property Hwy 229,-123.91703999999999,44.724509999999995,10/21/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7475
RAPANOS,NWP-2019-00367,Portland,JD Only - 520 SW Viewmont Dr (Driver Property),-122.74801000000001,45.51552,10/21/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7476
RAPANOS,NWP-2019-00375,Portland,Mountain West Investments Corp. - Strong Road Extension (JD Only),-123.01675,44.89606,01/06/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7477
RAPANOS,NWP-2019-00379,Portland,Hampton Lumber Mill - Willamina (JD Only),-123.49793999999999,45.0853,01/14/2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7478
RAPANOS,NWP-2019-00381,Portland,Oregon Department of Fish and Wildlife (JD only),-123.16382,44.09258,04/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7479
RAPANOS,NWP-2019-00394,Portland,JD Only - Brookman Addition Community,-122.8527,45.3446,01/07/2020,0,1,0,0,0,0,1,1,1,0,0,0,0,1,7480
RAPANOS,NWP-2019-00404,Portland,3125 22nd St SE (JD Only),-123.01801999999999,44.91005,11/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7481
RAPANOS,NWP-2019-00418,Portland,"TLS Capital, Inc. - Brush Creek Solar Project (JD only)",-122.81258999999999,44.98539,11/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7482
RAPANOS,NWP-2019-00429,Portland,30110 South Molalla Forest Road (AJD Only),-122.62268999999999,45.17152,05/21/2020,0,1,0,0,0,0,0,1,0,0,1,0,0,1,7483
RAPANOS,NWP-2019-00441,Portland,Eugene Airport; 28855 Lockheed Dr (JD Only),-123.2177,44.1229,02/06/2020,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7484
RAPANOS,NWP-2019-00529,Portland,NW Corner of NW Aloclek Dr and NW Cornell Rd (JD Only),-122.8949,45.5403,03/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7485
