,img_res,img_type,img_index,da_num,img_path,da_number,cwa_determination,metrics,mean,stdev,min,max,num_nans,district_code
3461,lores,RGB,589,SAW-2015-01896,/data/rgb_raw1/Sample_Set_12345_lores_RGB_589_SAW-2015-01896_RGB_lores.tif,SAW-2015-01896,1,"(568.9632212320963, 385.3443037826653, 0, 6944, 0)",568.9632212320963,385.3443037826653,0,6944,0,SAW
3462,hires,RGB,504,SAC-2018-00433,/data/rgb_raw1/Sample_Set_12345_hires_RGB_504_SAC-2018-00433_RGB_hires.tif,SAC-2018-00433,0,"(823.8689829508463, 781.2057777592576, 1, 8928, 0)",823.8689829508463,781.2057777592576,1,8928,0,SAC
3463,lores,RGB,2246,SAW-2005-01187,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2246_SAW-2005-01187_RGB_lores.tif,SAW-2005-01187,1,"(248.24716186523438, 332.27647939576633, 0, 3903, 0)",248.24716186523438,332.27647939576633,0,3903,0,SAW
3464,hires,RGB,1244,SAC-2015-00218,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1244_SAC-2015-00218_RGB_hires.tif,SAC-2015-00218,0,"(441.84320576985675, 391.70422336997717, 1, 15616, 0)",441.84320576985675,391.70422336997717,1,15616,0,SAC
3465,hires,RGB,497,SAW-2016-00128,/data/rgb_raw1/Sample_Set_89_hires_RGB_497_SAW-2016-00128_RGB_hires.tif,SAW-2016-00128,1,"(567.6557006835938, 376.2348184570895, 93, 3416, 0)",567.6557006835938,376.2348184570895,93,3416,0,SAW
3466,hires,RGB,2185,SAW-2016-00575,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2185_SAW-2016-00575_RGB_hires.tif,SAW-2016-00575,1,"(622.813954671224, 894.6438750425862, 1, 14696, 0)",622.813954671224,894.6438750425862,1,14696,0,SAW
3467,lores,RGB,1143,SAW-2015-01839,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1143_SAW-2015-01839_RGB_lores.tif,SAW-2015-01839,1,"(490.8439127604167, 362.2022268921929, 0, 7711, 0)",490.8439127604167,362.2022268921929,0,7711,0,SAW
3468,lores,RGB,1231,SAC-2019-01859,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1231_SAC-2019-01859_RGB_lores.tif,SAC-2019-01859,0,"(370.5536651611328, 221.41186340327675, 56, 6441, 0)",370.5536651611328,221.41186340327675,56,6441,0,SAC
3469,hires,RGB,2149,SAC-2019-00567,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2149_SAC-2019-00567_RGB_hires.tif,SAC-2019-00567,0,"(532.3199869791666, 418.80989615908595, 1, 7900, 0)",532.3199869791666,418.80989615908595,1,7900,0,SAC
3470,hires,RGB,2195,SAC-2020-00522,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2195_SAC-2020-00522_RGB_hires.tif,SAC-2020-00522,0,"(409.20270284016925, 276.0247403604887, 49, 3284, 0)",409.20270284016925,276.0247403604887,49,3284,0,SAC
3471,lores,RGB,790,SAC-2016-00818,/data/rgb_raw1/Sample_Set_12345_lores_RGB_790_SAC-2016-00818_RGB_lores.tif,SAC-2016-00818,0,"(469.1099141438802, 317.96764876795504, 56, 8057, 0)",469.1099141438802,317.96764876795504,56,8057,0,SAC
3472,hires,RGB,576,SAW-2018-00319,/data/rgb_raw1/Sample_Set_12345_hires_RGB_576_SAW-2018-00319_RGB_hires.tif,SAW-2018-00319,1,"(579.3314870198568, 410.5031814420716, 1, 6904, 0)",579.3314870198568,410.5031814420716,1,6904,0,SAW
3473,hires,RGB,2578,SAC-2015-00754,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2578_SAC-2015-00754_RGB_hires.tif,SAC-2015-00754,1,"(781.5463562011719, 897.6560908645212, 38, 8092, 0)",781.5463562011719,897.6560908645212,38,8092,0,SAC
3474,lores,RGB,221,SAW-2017-00203,/data/rgb_raw1/Sample_Set_89_lores_RGB_221_SAW-2017-00203_RGB_lores.tif,SAW-2017-00203,0,"(597.1233520507812, 491.2034046414728, 0, 7778, 0)",597.1233520507812,491.2034046414728,0,7778,0,SAW
3475,hires,RGB,2042,SAW-2014-02306,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2042_SAW-2014-02306_RGB_hires.tif,SAW-2014-02306,1,"(620.3702596028646, 542.2751652539381, 5, 7184, 0)",620.3702596028646,542.2751652539381,5,7184,0,SAW
3476,hires,RGB,301,SAC-2018-01705,/data/rgb_raw1/Sample_Set_89_hires_RGB_301_SAC-2018-01705_RGB_hires.tif,SAC-2018-01705,1,"(574.0341949462891, 403.9291298972002, 1, 15408, 0)",574.0341949462891,403.9291298972002,1,15408,0,SAC
3477,lores,RGB,45,SAW-2019-00267,/data/rgb_raw1/Sample_Set_89_lores_RGB_45_SAW-2019-00267_RGB_lores.tif,SAW-2019-00267,0,"(512.4808451334635, 378.69270206456093, 66, 7051, 0)",512.4808451334635,378.69270206456093,66,7051,0,SAW
3478,lores,RGB,873,SAC-2017-01427,/data/rgb_raw1/Sample_Set_12345_lores_RGB_873_SAC-2017-01427_RGB_lores.tif,SAC-2017-01427,0,"(400.74281311035156, 422.0640439817319, 52, 8478, 0)",400.74281311035156,422.0640439817319,52,8478,0,SAC
3479,lores,RGB,2027,SAC-2018-00211,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2027_SAC-2018-00211_RGB_lores.tif,SAC-2018-00211,0,"(442.4875183105469, 286.3216628577596, 5, 7439, 0)",442.4875183105469,286.3216628577596,5,7439,0,SAC
3480,lores,RGB,1790,SAC-2016-01654,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1790_SAC-2016-01654_RGB_lores.tif,SAC-2016-01654,1,"(387.51637268066406, 279.4989182461767, 0, 7099, 0)",387.51637268066406,279.4989182461767,0,7099,0,SAC
3481,lores,RGB,463,SAW-2018-02154,/data/rgb_raw1/Sample_Set_89_lores_RGB_463_SAW-2018-02154_RGB_lores.tif,SAW-2018-02154,0,"(479.0103403727214, 380.2953221155897, 0, 7972, 0)",479.0103403727214,380.2953221155897,0,7972,0,SAW
3482,lores,RGB,200,SAW-2007-00434,/data/rgb_raw1/Sample_Set_12345_lores_RGB_200_SAW-2007-00434_RGB_lores.tif,SAW-2007-00434,1,"(377.2771453857422, 353.9148217552779, 0, 3719, 0)",377.2771453857422,353.9148217552779,0,3719,0,SAW
3483,hires,RGB,2414,SAC-2019-01303,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2414_SAC-2019-01303_RGB_hires.tif,SAC-2019-01303,0,"(753.1666768391927, 473.1697395514263, 156, 8752, 0)",753.1666768391927,473.1697395514263,156,8752,0,SAC
3484,lores,RGB,2547,SAW-2015-02622,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2547_SAW-2015-02622_RGB_lores.tif,SAW-2015-02622,1,"(453.0687764485677, 270.08463931182007, 16, 6308, 0)",453.0687764485677,270.08463931182007,16,6308,0,SAW
3485,lores,RGB,12,SAW-2016-00091,/data/rgb_raw1/Sample_Set_12345_lores_RGB_12_SAW-2016-00091_RGB_lores.tif,SAW-2016-00091,1,"(347.9665171305339, 160.07711327014547, 0, 7632, 0)",347.9665171305339,160.07711327014547,0,7632,0,SAW
3486,hires,RGB,257,SAC-2016-00052,/data/rgb_raw1/Sample_Set_12345_hires_RGB_257_SAC-2016-00052_RGB_hires.tif,SAC-2016-00052,1,"(768.1547393798828, 783.619068229347, 1, 6928, 0)",768.1547393798828,783.619068229347,1,6928,0,SAC
3487,lores,RGB,320,SAC-2018-00262,/data/rgb_raw1/Sample_Set_12345_lores_RGB_320_SAC-2018-00262_RGB_lores.tif,SAC-2018-00262,1,"(464.68004353841144, 331.56426140372844, 0, 6331, 0)",464.68004353841144,331.56426140372844,0,6331,0,SAC
3488,hires,RGB,1474,SAW-2006-20385,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1474_SAW-2006-20385_RGB_hires.tif,SAW-2006-20385,1,"(585.7500610351562, 658.6412315991763, 37, 8472, 0)",585.7500610351562,658.6412315991763,37,8472,0,SAW
3489,hires,RGB,1693,SAC-2016-00384-3JY,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1693_SAC-2016-00384-3JY_RGB_hires.tif,SAC-2016-00384-3JY,0,"(809.4541829427084, 867.9308411409644, 22, 8216, 0)",809.4541829427084,867.9308411409644,22,8216,0,SAC
3490,hires,RGB,56,SAW-2015-02500,/data/rgb_raw1/Sample_Set_12345_hires_RGB_56_SAW-2015-02500_RGB_hires.tif,SAW-2015-02500,1,"(749.2268931070963, 521.2541849824925, 69, 7416, 0)",749.2268931070963,521.2541849824925,69,7416,0,SAW
3491,hires,RGB,2598,SAW-2017-01313,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2598_SAW-2017-01313_RGB_hires.tif,SAW-2017-01313,1,"(643.20458984375, 713.348771015258, 1, 9272, 0)",643.20458984375,713.348771015258,1,9272,0,SAW
3492,lores,RGB,796,SAC-2017-00127,/data/rgb_raw1/Sample_Set_12345_lores_RGB_796_SAC-2017-00127_RGB_lores.tif,SAC-2017-00127,0,"(141.7663116455078, 186.78233317176947, 0, 1682, 0)",141.7663116455078,186.78233317176947,0,1682,0,SAC
3493,hires,RGB,475,SAC-2018-01765,/data/rgb_raw1/Sample_Set_12345_hires_RGB_475_SAC-2018-01765_RGB_hires.tif,SAC-2018-01765,0,"(352.8592020670573, 225.62477225288168, 18, 3604, 0)",352.8592020670573,225.62477225288168,18,3604,0,SAC
3494,hires,RGB,1187,SAW-2016-01933,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1187_SAW-2016-01933_RGB_hires.tif,SAW-2016-01933,1,"(414.4608408610026, 443.4846851668591, 7, 10504, 0)",414.4608408610026,443.4846851668591,7,10504,0,SAW
3495,hires,RGB,882,SAC-2019-01159,/data/rgb_raw1/Sample_Set_12345_hires_RGB_882_SAC-2019-01159_RGB_hires.tif,SAC-2019-01159,0,"(273.0793050130208, 172.92037347791685, 1, 3482, 0)",273.0793050130208,172.92037347791685,1,3482,0,SAC
3496,hires,RGB,449,SAW-2017-01804,/data/rgb_raw1/Sample_Set_89_hires_RGB_449_SAW-2017-01804_RGB_hires.tif,SAW-2017-01804,0,"(792.6287740071615, 581.7718780373036, 66, 7660, 0)",792.6287740071615,581.7718780373036,66,7660,0,SAW
3497,hires,RGB,2364,SAC-2000-34105,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2364_SAC-2000-34105_RGB_hires.tif,SAC-2000-34105,1,"(493.92209879557294, 307.51085934258094, 1, 4656, 0)",493.92209879557294,307.51085934258094,1,4656,0,SAC
3498,hires,RGB,2056,SAW-2015-01893,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2056_SAW-2015-01893_RGB_hires.tif,SAW-2015-01893,1,"(670.7696380615234, 354.04212486709383, 45, 4296, 0)",670.7696380615234,354.04212486709383,45,4296,0,SAW
3499,hires,RGB,1922,SAC-2017-00114,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1922_SAC-2017-00114_RGB_hires.tif,SAC-2017-00114,0,"(384.6383005777995, 342.76991680787023, 34, 7152, 0)",384.6383005777995,342.76991680787023,34,7152,0,SAC
3500,hires,RGB,2695,SAC-2015-01717,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2695_SAC-2015-01717_RGB_hires.tif,SAC-2015-01717,1,"(470.42633565266925, 469.87636199139075, 44, 7772, 0)",470.42633565266925,469.87636199139075,44,7772,0,SAC
3501,hires,RGB,496,SAC-2016-01726,/data/rgb_raw1/Sample_Set_89_hires_RGB_496_SAC-2016-01726_RGB_hires.tif,SAC-2016-01726,1,"(762.6329803466797, 768.8857731744605, 27, 8216, 0)",762.6329803466797,768.8857731744605,27,8216,0,SAC
3502,lores,RGB,110,SAC-2017-00059,/data/rgb_raw1/Sample_Set_12345_lores_RGB_110_SAC-2017-00059_RGB_lores.tif,SAC-2017-00059,0,"(403.33421325683594, 215.16068082222804, 70, 6178, 0)",403.33421325683594,215.16068082222804,70,6178,0,SAC
3503,hires,RGB,2345,SAC-2020-00615,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2345_SAC-2020-00615_RGB_hires.tif,SAC-2020-00615,1,"(503.248296101888, 324.5742331742046, 75, 5104, 0)",503.248296101888,324.5742331742046,75,5104,0,SAC
3504,hires,RGB,1095,SAC-2019-01639,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1095_SAC-2019-01639_RGB_hires.tif,SAC-2019-01639,0,"(1.1505889892578125, 36.594984408650866, 0, 1320, 0)",1.1505889892578125,36.594984408650866,0,1320,0,SAC
3505,hires,RGB,1977,SAC-2016-01183,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1977_SAC-2016-01183_RGB_hires.tif,SAC-2016-01183,0,"(363.9092051188151, 305.40330239696624, 19, 5016, 0)",363.9092051188151,305.40330239696624,19,5016,0,SAC
3506,hires,RGB,1405,SAW-2003-00452,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1405_SAW-2003-00452_RGB_hires.tif,SAW-2003-00452,1,"(583.3140207926432, 574.7849511689416, 41, 9344, 0)",583.3140207926432,574.7849511689416,41,9344,0,SAW
3507,lores,RGB,2309,SAC-2016-00667,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2309_SAC-2016-00667_RGB_lores.tif,SAC-2016-00667,0,"(447.56736755371094, 323.36654156740616, 0, 6664, 0)",447.56736755371094,323.36654156740616,0,6664,0,SAC
3508,lores,RGB,478,SAC-2017-00164,/data/rgb_raw1/Sample_Set_89_lores_RGB_478_SAC-2017-00164_RGB_lores.tif,SAC-2017-00164,1,"(543.4684193929037, 340.44751471236225, 2, 7439, 0)",543.4684193929037,340.44751471236225,2,7439,0,SAC
3509,lores,RGB,608,SAC-2019-01087,/data/rgb_raw1/Sample_Set_12345_lores_RGB_608_SAC-2019-01087_RGB_lores.tif,SAC-2019-01087,0,"(448.5025227864583, 227.30618582789273, 55, 7428, 0)",448.5025227864583,227.30618582789273,55,7428,0,SAC
3510,hires,RGB,2138,SAC-2016-00689,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2138_SAC-2016-00689_RGB_hires.tif,SAC-2016-00689,1,"(472.69054158528644, 374.4355087125014, 1, 5284, 0)",472.69054158528644,374.4355087125014,1,5284,0,SAC
3511,hires,RGB,685,SAW-2016-02543,/data/rgb_raw1/Sample_Set_12345_hires_RGB_685_SAW-2016-02543_RGB_hires.tif,SAW-2016-02543,1,"(696.4351603190104, 802.7156586214752, 1, 8184, 0)",696.4351603190104,802.7156586214752,1,8184,0,SAW
3512,lores,RGB,2093,SAC-2020-00134,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2093_SAC-2020-00134_RGB_lores.tif,SAC-2020-00134,0,"(503.6065928141276, 475.15010061440944, 42, 8018, 0)",503.6065928141276,475.15010061440944,42,8018,0,SAC
3513,lores,RGB,1855,SAC-2017-01183,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1855_SAC-2017-01183_RGB_lores.tif,SAC-2017-01183,0,"(704.4192199707031, 443.2339789461379, 213, 4354, 0)",704.4192199707031,443.2339789461379,213,4354,0,SAC
3514,hires,RGB,547,SAW-2007-04049,/data/rgb_raw1/Sample_Set_12345_hires_RGB_547_SAW-2007-04049_RGB_hires.tif,SAW-2007-04049,1,"(591.6908925374349, 427.10168703980344, 18, 10168, 0)",591.6908925374349,427.10168703980344,18,10168,0,SAW
3515,lores,RGB,1329,SAC-2015-00748,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1329_SAC-2015-00748_RGB_lores.tif,SAC-2015-00748,0,"(388.8305206298828, 252.47567027276298, 1, 4288, 0)",388.8305206298828,252.47567027276298,1,4288,0,SAC
3516,lores,RGB,466,SAC-2018-01149,/data/rgb_raw1/Sample_Set_12345_lores_RGB_466_SAC-2018-01149_RGB_lores.tif,SAC-2018-01149,1,"(204.6995595296224, 367.26835615382777, 0, 7647, 0)",204.6995595296224,367.26835615382777,0,7647,0,SAC
3517,lores,RGB,995,SAC-2015-01109,/data/rgb_raw1/Sample_Set_12345_lores_RGB_995_SAC-2015-01109_RGB_lores.tif,SAC-2015-01109,1,"(357.4552408854167, 393.62380467384753, 0, 3268, 0)",357.4552408854167,393.62380467384753,0,3268,0,SAC
3518,lores,RGB,1538,SAC-2018-01508,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1538_SAC-2018-01508_RGB_lores.tif,SAC-2018-01508,0,"(435.75621541341144, 359.64701783041346, 0, 6460, 0)",435.75621541341144,359.64701783041346,0,6460,0,SAC
3519,hires,RGB,392,SAW-2015-00668,/data/rgb_raw1/Sample_Set_12345_hires_RGB_392_SAW-2015-00668_RGB_hires.tif,SAW-2015-00668,1,"(677.8111216227213, 576.165616434059, 59, 8368, 0)",677.8111216227213,576.165616434059,59,8368,0,SAW
3520,hires,RGB,782,SAC-2019-01484,/data/rgb_raw1/Sample_Set_12345_hires_RGB_782_SAC-2019-01484_RGB_hires.tif,SAC-2019-01484,0,"(721.3555552164713, 360.58946724086866, 111, 4764, 0)",721.3555552164713,360.58946724086866,111,4764,0,SAC
3521,lores,RGB,1069,SAC-2016-01286,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1069_SAC-2016-01286_RGB_lores.tif,SAC-2016-01286,0,"(291.66289774576825, 307.18748320135205, 0, 4211, 0)",291.66289774576825,307.18748320135205,0,4211,0,SAC
3522,hires,RGB,27,SAW-2019-01020,/data/rgb_raw1/Sample_Set_89_hires_RGB_27_SAW-2019-01020_RGB_hires.tif,SAW-2019-01020,1,"(417.6533610026042, 284.6761269276518, 17, 4396, 0)",417.6533610026042,284.6761269276518,17,4396,0,SAW
3523,hires,RGB,321,SAW-2010-01527,/data/rgb_raw1/Sample_Set_89_hires_RGB_321_SAW-2010-01527_RGB_hires.tif,SAW-2010-01527,1,"(541.2815348307291, 271.07791275639386, 101, 4308, 0)",541.2815348307291,271.07791275639386,101,4308,0,SAW
3524,lores,RGB,1264,SAC-2018-00288,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1264_SAC-2018-00288_RGB_lores.tif,SAC-2018-00288,0,"(352.6921132405599, 333.1828213737182, 0, 6907, 0)",352.6921132405599,333.1828213737182,0,6907,0,SAC
3525,hires,RGB,2158,SAC-2017-01919,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2158_SAC-2017-01919_RGB_hires.tif,SAC-2017-01919,0,"(746.2557525634766, 870.0949028577361, 3, 7448, 0)",746.2557525634766,870.0949028577361,3,7448,0,SAC
3526,lores,RGB,2504,SAW-2016-00783,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2504_SAW-2016-00783_RGB_lores.tif,SAW-2016-00783,1,"(450.87453206380206, 315.86462696853454, 9, 7836, 0)",450.87453206380206,315.86462696853454,9,7836,0,SAW
3527,hires,RGB,1493,SAC-2018-01953,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1493_SAC-2018-01953_RGB_hires.tif,SAC-2018-01953,0,"(590.1343587239584, 326.7911531822067, 109, 5944, 0)",590.1343587239584,326.7911531822067,109,5944,0,SAC
3528,hires,RGB,961,SAC-2016-01398,/data/rgb_raw1/Sample_Set_12345_hires_RGB_961_SAC-2016-01398_RGB_hires.tif,SAC-2016-01398,0,"(479.9055480957031, 389.127867210687, 10, 5816, 0)",479.9055480957031,389.127867210687,10,5816,0,SAC
3529,hires,RGB,1930,SAW-2015-02577,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1930_SAW-2015-02577_RGB_hires.tif,SAW-2015-02577,1,"(855.4073079427084, 908.3525743378127, 73, 8776, 0)",855.4073079427084,908.3525743378127,73,8776,0,SAW
3530,hires,RGB,1041,SAW-2016-00362,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1041_SAW-2016-00362_RGB_hires.tif,SAW-2016-00362,0,"(623.3812510172526, 830.0970171856471, 1, 7720, 0)",623.3812510172526,830.0970171856471,1,7720,0,SAW
3531,hires,RGB,374,SAC-2008-01748,/data/rgb_raw1/Sample_Set_89_hires_RGB_374_SAC-2008-01748_RGB_hires.tif,SAC-2008-01748,1,"(885.0835520426432, 1035.0852140093962, 1, 8856, 0)",885.0835520426432,1035.0852140093962,1,8856,0,SAC
3532,lores,RGB,411,SAC-2017-00190,/data/rgb_raw1/Sample_Set_12345_lores_RGB_411_SAC-2017-00190_RGB_lores.tif,SAC-2017-00190,0,"(419.26186116536456, 243.13930505179653, 127, 6624, 0)",419.26186116536456,243.13930505179653,127,6624,0,SAC
3533,lores,RGB,1302,SAC-2020-00592,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1302_SAC-2020-00592_RGB_lores.tif,SAC-2020-00592,0,"(334.52447001139325, 570.3438448964883, 0, 7607, 0)",334.52447001139325,570.3438448964883,0,7607,0,SAC
3534,lores,RGB,2314,SAW-2015-01991,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2314_SAW-2015-01991_RGB_lores.tif,SAW-2015-01991,0,"(536.8378041585287, 323.260943003967, 77, 5785, 0)",536.8378041585287,323.260943003967,77,5785,0,SAW
3535,lores,RGB,63,SAC-2020-00391,/data/rgb_raw1/Sample_Set_12345_lores_RGB_63_SAC-2020-00391_RGB_lores.tif,SAC-2020-00391,0,"(10.650599161783854, 15.895837425181744, 0, 71, 0)",10.650599161783854,15.895837425181744,0,71,0,SAC
3536,lores,RGB,1204,SAC-2018-00251,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1204_SAC-2018-00251_RGB_lores.tif,SAC-2018-00251,0,"(306.3485361735026, 213.75930224021502, 38, 7337, 0)",306.3485361735026,213.75930224021502,38,7337,0,SAC
3537,hires,RGB,2446,SAC-2016-00759,/data/rgb_raw1/Sample_Set_12345_hires_RGB_2446_SAC-2016-00759_RGB_hires.tif,SAC-2016-00759,0,"(522.8999888102213, 425.92174849168714, 1, 5504, 0)",522.8999888102213,425.92174849168714,1,5504,0,SAC
3538,lores,RGB,1330,SAC-2010-00844,/data/rgb_raw1/Sample_Set_12345_lores_RGB_1330_SAC-2010-00844_RGB_lores.tif,SAC-2010-00844,1,"(547.7248840332031, 281.98391474827906, 158, 6971, 0)",547.7248840332031,281.98391474827906,158,6971,0,SAC
3539,hires,RGB,1564,SAW-2016-01583,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1564_SAW-2016-01583_RGB_hires.tif,SAW-2016-01583,1,"(683.1291554768881, 791.9351756200848, 1, 16688, 0)",683.1291554768881,791.9351756200848,1,16688,0,SAW
3540,hires,RGB,263,SAC-2018-01331,/data/rgb_raw1/Sample_Set_12345_hires_RGB_263_SAC-2018-01331_RGB_hires.tif,SAC-2018-01331,0,"(536.6219736735026, 227.78690401713197, 95, 2712, 0)",536.6219736735026,227.78690401713197,95,2712,0,SAC
3541,hires,RGB,220,SAW-2016-00155,/data/rgb_raw1/Sample_Set_89_hires_RGB_220_SAW-2016-00155_RGB_hires.tif,SAW-2016-00155,1,"(507.20197041829425, 433.77191667814566, 80, 7544, 0)",507.20197041829425,433.77191667814566,80,7544,0,SAW
3542,hires,RGB,718,SAC-2019-01908,/data/rgb_raw1/Sample_Set_12345_hires_RGB_718_SAC-2019-01908_RGB_hires.tif,SAC-2019-01908,0,"(384.0501352945964, 279.778747943412, 25, 4460, 0)",384.0501352945964,279.778747943412,25,4460,0,SAC
3543,hires,RGB,1720,SAW-2015-02006,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1720_SAW-2015-02006_RGB_hires.tif,SAW-2015-02006,1,"(339.254887898763, 184.83219846215135, 11, 3508, 0)",339.254887898763,184.83219846215135,11,3508,0,SAW
3544,hires,RGB,1928,SAC-2017-00529,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1928_SAC-2017-00529_RGB_hires.tif,SAC-2017-00529,1,"(949.5097605387369, 780.6063048047586, 116, 8576, 0)",949.5097605387369,780.6063048047586,116,8576,0,SAC
3545,lores,RGB,614,SAC-2018-00103,/data/rgb_raw1/Sample_Set_12345_lores_RGB_614_SAC-2018-00103_RGB_lores.tif,SAC-2018-00103,0,"(507.03489176432294, 516.7627062818011, 0, 8598, 0)",507.03489176432294,516.7627062818011,0,8598,0,SAC
3546,lores,RGB,2454,SAC-2018-01735,/data/rgb_raw1/Sample_Set_12345_lores_RGB_2454_SAC-2018-01735_RGB_lores.tif,SAC-2018-01735,1,"(477.283686319987, 249.12443748772245, 73, 7173, 0)",477.283686319987,249.12443748772245,73,7173,0,SAC
3547,lores,RGB,117,SAC-2019-00122,/data/rgb_raw1/Sample_Set_12345_lores_RGB_117_SAC-2019-00122_RGB_lores.tif,SAC-2019-00122,0,"(298.75250244140625, 167.9866637245184, 0, 2818, 0)",298.75250244140625,167.9866637245184,0,2818,0,SAC
3548,lores,RGB,475,SAW-2016-00029,/data/rgb_raw1/Sample_Set_89_lores_RGB_475_SAW-2016-00029_RGB_lores.tif,SAW-2016-00029,1,"(323.61390686035156, 148.52576616124594, 0, 2276, 0)",323.61390686035156,148.52576616124594,0,2276,0,SAW
3549,lores,RGB,200,SAW-2006-30511,/data/rgb_raw1/Sample_Set_89_lores_RGB_200_SAW-2006-30511_RGB_lores.tif,SAW-2006-30511,1,"(474.6673940022786, 272.4805095167131, 20, 6890, 0)",474.6673940022786,272.4805095167131,20,6890,0,SAW
3550,hires,RGB,1030,SAC-2020-00024,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1030_SAC-2020-00024_RGB_hires.tif,SAC-2020-00024,0,"(469.1270039876302, 359.23566922799716, 28, 6928, 0)",469.1270039876302,359.23566922799716,28,6928,0,SAC
3551,hires,RGB,123,SAW-2015-02280,/data/rgb_raw1/Sample_Set_12345_hires_RGB_123_SAW-2015-02280_RGB_hires.tif,SAW-2015-02280,1,"(253.8592783610026, 113.5645424066192, 98, 2304, 0)",253.8592783610026,113.5645424066192,98,2304,0,SAW
3552,hires,RGB,1221,SAC-2009-01103-3H,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1221_SAC-2009-01103-3H_RGB_hires.tif,SAC-2009-01103-3H,0,"(853.4180246988932, 658.1171740323201, 9, 8440, 0)",853.4180246988932,658.1171740323201,9,8440,0,SAC
3553,lores,RGB,74,SAW-2019-00805,/data/rgb_raw1/Sample_Set_89_lores_RGB_74_SAW-2019-00805_RGB_lores.tif,SAW-2019-00805,0,"(416.3440297444661, 283.32313690243586, 35, 7198, 0)",416.3440297444661,283.32313690243586,35,7198,0,SAW
3554,lores,RGB,418,SAW-2016-00862,/data/rgb_raw1/Sample_Set_12345_lores_RGB_418_SAW-2016-00862_RGB_lores.tif,SAW-2016-00862,1,"(189.35582478841147, 77.21277509838922, 0, 529, 0)",189.35582478841147,77.21277509838922,0,529,0,SAW
3555,hires,RGB,1983,SAW-2015-01750,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1983_SAW-2015-01750_RGB_hires.tif,SAW-2015-01750,1,"(668.3673502604166, 182.7224446616113, 134, 2872, 0)",668.3673502604166,182.7224446616113,134,2872,0,SAW
3556,hires,RGB,1115,SAC-2008-00039,/data/rgb_raw1/Sample_Set_12345_hires_RGB_1115_SAC-2008-00039_RGB_hires.tif,SAC-2008-00039,1,"(335.10651143391925, 275.84222211434, 0, 2712, 0)",335.10651143391925,275.84222211434,0,2712,0,SAC
3557,lores,RGB,206,SAC-2018-01040,/data/rgb_raw1/Sample_Set_89_lores_RGB_206_SAC-2018-01040_RGB_lores.tif,SAC-2018-01040,1,"(247.25983174641928, 400.95338431228583, 0, 8061, 0)",247.25983174641928,400.95338431228583,0,8061,0,SAC
3558,hires,RGB,75,SAW-2019-02086,/data/rgb_raw1/Sample_Set_89_hires_RGB_75_SAW-2019-02086_RGB_hires.tif,SAW-2019-02086,1,"(561.7942148844401, 343.4749035883698, 52, 6600, 0)",561.7942148844401,343.4749035883698,52,6600,0,SAW
